,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,habit_clean,date,minutes_after_sunset,minutes_after_rat_arrival
136,2018-02-10 21:46:00,1.0,rat,2018-02-10 21:44:00,2018-02-10 21:51:00,155,1,0,2,2018-02-10 17:22:00,4.409722222,0,rat,2018-02-10,264.0,2.5833333333333335
137,2018-02-10 21:46:00,2.0,fast,2018-02-10 21:44:00,2018-02-10 21:51:00,158,0,1,2,2018-02-10 17:22:00,4.410555556,0,fast,2018-02-10,264.0,2.6333333333333333
138,2018-02-10 21:47:00,1.0,rat,2018-02-10 21:44:00,2018-02-10 21:51:00,224,1,0,2,2018-02-10 17:22:00,4.428888889,0,rat,2018-02-10,265.0,3.7333333333333334
139,2018-02-11 00:32:00,1.0,rat,2018-02-11 00:31:00,2018-02-11 00:33:00,35,1,0,2,2018-02-10 17:22:00,7.1725,0,rat,2018-02-11,430.0,0.5833333333333334
140,2018-02-11 01:09:00,5.0,pick,2018-02-11 01:09:00,2018-02-11 01:10:00,7,0,1,2,2018-02-10 17:22:00,7.794722222,0,pick,2018-02-11,467.0,0.11666666666666667
141,2018-02-11 01:54:00,0.04438061,rat,2018-02-11 01:52:00,2018-02-11 01:58:00,105,1,0,2,2018-02-10 17:22:00,8.544444444,0,rat,2018-02-11,512.0,1.75
142,2018-02-11 01:55:00,3.0,rat,2018-02-11 01:52:00,2018-02-11 01:58:00,132,1,0,2,2018-02-10 17:22:00,8.551944444,0,rat,2018-02-11,513.0,2.2
143,2018-02-11 01:56:00,1.0,fast,2018-02-11 01:52:00,2018-02-11 01:58:00,242,0,1,2,2018-02-10 17:22:00,8.5825,0,fast,2018-02-11,514.0,4.033333333333333
144,2018-02-11 01:57:00,6.0,fast,2018-02-11 01:52:00,2018-02-11 01:58:00,269,0,1,2,2018-02-10 17:22:00,8.59,0,fast,2018-02-11,515.0,4.483333333333333
145,2018-02-11 01:57:00,24.0,rat,2018-02-11 01:52:00,2018-02-11 01:58:00,286,1,0,2,2018-02-10 17:22:00,8.594722222,0,rat,2018-02-11,515.0,4.766666666666667
146,2018-02-10 19:25:00,0.097399911,fast,2018-02-10 19:24:00,2018-02-10 19:25:00,13,0,1,2,2018-02-10 17:22:00,2.05,0,fast,2018-02-10,123.0,0.21666666666666667
147,2018-02-17 20:50:00,2.0,rat,2018-02-17 20:49:00,2018-02-17 20:51:00,20,1,0,2,2018-02-17 17:28:00,3.370555556,0,rat,2018-02-17,202.0,0.3333333333333333
148,2018-02-17 20:50:00,1.0,rat,2018-02-17 20:49:00,2018-02-17 20:51:00,35,1,0,2,2018-02-17 17:28:00,3.374722222,0,rat,2018-02-17,202.0,0.5833333333333334
149,2018-02-17 20:50:00,2.0,rat,2018-02-17 20:49:00,2018-02-17 20:51:00,42,1,0,2,2018-02-17 17:28:00,3.376666667,0,rat,2018-02-17,202.0,0.7
150,2018-02-17 17:42:00,0.050211363,fast,2018-02-17 17:40:00,2018-02-17 17:43:00,139,0,1,2,2018-02-17 17:28:00,0.247777778,0,fast,2018-02-17,14.0,2.316666666666667
151,2018-03-18 21:37:00,3.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,2,0,1,3,2018-03-18 17:50:00,3.795555556,1,fast,2018-03-18,227.0,0.03333333333333333
152,2018-03-18 21:38:00,2.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,73,0,1,3,2018-03-18 17:50:00,3.815277778,1,fast,2018-03-18,228.0,1.2166666666666666
153,2018-03-18 21:39:00,1.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,105,0,1,3,2018-03-18 17:50:00,3.824166667,1,fast,2018-03-18,229.0,1.75
154,2018-03-18 21:39:00,2.0,fast,2018-03-18 21:37:00,2018-03-18 21:40:00,130,0,1,3,2018-03-18 17:50:00,3.831111111,1,fast,2018-03-18,229.0,2.1666666666666665
155,2018-03-29 00:47:00,4.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,71,0,1,3,2018-03-28 18:57:00,5.849444444,1,pick,2018-03-29,350.0,1.1833333333333333
156,2018-03-29 00:49:00,0.046019395,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,192,1,0,3,2018-03-28 18:57:00,5.883055556,1,rat,2018-03-29,352.0,3.2
157,2018-03-29 00:50:00,9.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,220,0,1,3,2018-03-28 18:57:00,5.890833333,1,pick,2018-03-29,353.0,3.6666666666666665
158,2018-03-29 00:50:00,18.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,239,0,1,3,2018-03-28 18:57:00,5.896111111,1,pick,2018-03-29,353.0,3.9833333333333334
159,2018-03-29 00:50:00,14.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,250,1,0,3,2018-03-28 18:57:00,5.899166667,1,rat,2018-03-29,353.0,4.166666666666667
160,2018-03-29 00:51:00,2.0,other_bats,2018-03-29 00:46:00,2018-03-29 00:55:00,264,1,0,3,2018-03-28 18:57:00,5.903055556,1,Other,2018-03-29,354.0,4.4
161,2018-03-29 00:51:00,3.0,fast,2018-03-29 00:46:00,2018-03-29 00:55:00,265,0,1,3,2018-03-28 18:57:00,5.903333333,1,fast,2018-03-29,354.0,4.416666666666667
162,2018-03-29 00:51:00,12.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,279,1,0,3,2018-03-28 18:57:00,5.907222222,1,rat,2018-03-29,354.0,4.65
163,2018-03-29 00:51:00,15.0,pick,2018-03-29 00:46:00,2018-03-29 00:55:00,295,0,1,3,2018-03-28 18:57:00,5.911666667,1,pick,2018-03-29,354.0,4.916666666666667
164,2018-03-29 00:53:00,2.0,fast,2018-03-29 00:46:00,2018-03-29 00:55:00,426,0,1,3,2018-03-28 18:57:00,5.948055556,1,fast,2018-03-29,356.0,7.1
165,2018-03-29 00:54:00,34.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,452,1,0,3,2018-03-28 18:57:00,5.955277778,1,rat,2018-03-29,357.0,7.533333333333333
166,2018-03-29 00:55:00,11.0,rat,2018-03-29 00:46:00,2018-03-29 00:55:00,507,1,0,3,2018-03-28 18:57:00,5.970555556,1,rat,2018-03-29,358.0,8.45
167,2018-03-29 02:20:00,0.013008356,fast,2018-03-29 02:19:00,2018-03-29 02:25:00,29,0,1,3,2018-03-28 18:57:00,7.385833333,1,fast,2018-03-29,443.0,0.48333333333333334
168,2018-03-29 02:21:00,2.0,fast,2018-03-29 02:19:00,2018-03-29 02:25:00,135,0,1,3,2018-03-28 18:57:00,7.415277778,1,fast,2018-03-29,444.0,2.25
169,2018-03-29 02:22:00,2.0,rat,2018-03-29 02:19:00,2018-03-29 02:25:00,188,1,0,3,2018-03-28 18:57:00,7.43,1,rat,2018-03-29,445.0,3.1333333333333333
170,2018-03-29 02:25:00,0.028276798,rat,2018-03-29 02:19:00,2018-03-29 02:25:00,329,1,0,3,2018-03-28 18:57:00,7.469166667,1,rat,2018-03-29,448.0,5.483333333333333
171,2018-03-20 02:11:00,4.0,rat_pick,2018-03-20 02:11:00,2018-03-20 02:11:00,46,1,1,3,2018-03-19 17:51:00,8.347222222,1,rat_pick,2018-03-20,500.0,0.7666666666666667
172,2018-03-20 03:17:00,2.0,fast,2018-03-20 03:15:00,2018-03-20 03:17:00,108,0,1,3,2018-03-19 17:51:00,9.436944444,1,fast,2018-03-20,566.0,1.8
173,2018-03-31 00:28:00,25.0,other_bats,2018-03-31 00:20:00,2018-03-31 00:28:00,517,1,0,3,2018-03-30 18:59:00,5.497777778,1,Other,2018-03-31,329.0,8.616666666666667
174,2018-03-31 01:57:00,3.0,fast,2018-03-31 01:48:00,2018-03-31 01:58:00,537,0,1,3,2018-03-30 18:59:00,6.976944444,1,fast,2018-03-31,418.0,8.95
175,2018-03-31 00:28:00,1.0,,2018-03-31 00:20:00,2018-03-31 00:28:00,507,0,0,3,2018-03-30 18:59:00,5.495,1,Unknown,2018-03-31,329.0,8.45
176,2018-03-31 01:58:00,0.064154735,fast,2018-03-31 01:48:00,2018-03-31 01:58:00,572,0,1,3,2018-03-30 18:59:00,6.986666667,1,fast,2018-03-31,419.0,9.533333333333333
177,2018-04-02 22:04:00,10.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,381,1,0,4,2018-04-02 19:01:00,3.06,1,rat,2018-04-02,183.0,6.35
178,2018-04-02 22:05:00,8.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,436,1,0,4,2018-04-02 19:01:00,3.075277778,1,rat_and_bat,2018-04-02,184.0,7.266666666666667
179,2018-04-02 22:05:00,2.0,fast,2018-04-02 21:58:00,2018-04-02 22:09:00,450,0,1,4,2018-04-02 19:01:00,3.079166667,1,fast,2018-04-02,184.0,7.5
180,2018-04-02 22:05:00,6.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,455,1,0,4,2018-04-02 19:01:00,3.080555556,1,rat_and_bat,2018-04-02,184.0,7.583333333333333
181,2018-04-02 22:06:00,2.0,bowl_out,2018-04-02 21:58:00,2018-04-02 22:09:00,477,0,0,4,2018-04-02 19:01:00,3.086666667,1,Other,2018-04-02,185.0,7.95
182,2018-04-02 22:07:00,0.030293066,fast,2018-04-02 21:58:00,2018-04-02 22:09:00,558,0,1,4,2018-04-02 19:01:00,3.109166667,1,fast,2018-04-02,186.0,9.3
183,2018-04-02 22:09:00,7.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,662,1,0,4,2018-04-02 19:01:00,3.138055556,1,rat,2018-04-02,188.0,11.033333333333333
184,2018-04-02 22:09:00,6.0,rat,2018-04-02 21:58:00,2018-04-02 22:09:00,673,1,0,4,2018-04-02 19:01:00,3.141111111,1,rat,2018-04-02,188.0,11.216666666666667
185,2018-04-02 22:09:00,18.0,pick,2018-04-02 21:58:00,2018-04-02 22:09:00,668,0,1,4,2018-04-02 19:01:00,3.139722222,1,pick,2018-04-02,188.0,11.133333333333333
186,2018-04-02 22:09:00,17.0,rat_and_bat,2018-04-02 21:58:00,2018-04-02 22:09:00,695,1,0,4,2018-04-02 19:01:00,3.147222222,1,rat_and_bat,2018-04-02,188.0,11.583333333333334
187,2018-04-02 23:12:00,1.0,fast,2018-04-02 23:10:00,2018-04-02 23:18:00,128,0,1,4,2018-04-02 19:01:00,4.189444444,1,fast,2018-04-02,251.0,2.1333333333333333
188,2018-04-02 23:16:00,6.0,pick,2018-04-02 23:10:00,2018-04-02 23:18:00,381,0,1,4,2018-04-02 19:01:00,4.259722222,1,pick,2018-04-02,255.0,6.35
189,2018-04-02 23:43:00,2.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,80,0,1,4,2018-04-02 19:01:00,4.708055556,1,fast,2018-04-02,282.0,1.3333333333333333
190,2018-04-02 23:45:00,1.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,177,0,1,4,2018-04-02 19:01:00,4.735,1,fast,2018-04-02,284.0,2.95
191,2018-04-02 23:45:00,11.0,other_bat,2018-04-02 23:42:00,2018-04-02 23:48:00,223,1,0,4,2018-04-02 19:01:00,4.747777778,1,Other,2018-04-02,284.0,3.716666666666667
192,2018-04-02 23:46:00,3.0,fast,2018-04-02 23:42:00,2018-04-02 23:48:00,234,0,1,4,2018-04-02 19:01:00,4.750833333,1,fast,2018-04-02,285.0,3.9
193,2018-04-02 23:46:00,25.0,pick,2018-04-02 23:42:00,2018-04-02 23:48:00,239,0,1,4,2018-04-02 19:01:00,4.752222222,1,pick,2018-04-02,285.0,3.9833333333333334
194,2018-04-02 23:46:00,6.0,other_bats,2018-04-02 23:42:00,2018-04-02 23:48:00,238,1,0,4,2018-04-02 19:01:00,4.751944444,1,Other,2018-04-02,285.0,3.966666666666667
195,2018-04-02 23:46:00,3.0,rat,2018-04-02 23:42:00,2018-04-02 23:48:00,262,1,0,4,2018-04-02 19:01:00,4.758611111,1,rat,2018-04-02,285.0,4.366666666666666
196,2018-04-02 23:46:00,11.0,rat,2018-04-02 23:42:00,2018-04-02 23:48:00,287,1,0,4,2018-04-02 19:01:00,4.765555556,1,rat,2018-04-02,285.0,4.783333333333333
197,2018-04-02 23:48:00,15.0,pick,2018-04-02 23:42:00,2018-04-02 23:48:00,355,0,1,4,2018-04-02 19:01:00,4.784444444,1,pick,2018-04-02,287.0,5.916666666666667
198,2018-04-02 23:48:00,6.0,other_bats,2018-04-02 23:42:00,2018-04-02 23:48:00,360,1,0,4,2018-04-02 19:01:00,4.785833333,1,Other,2018-04-02,287.0,6.0
199,2018-04-03 01:01:00,0.069936967,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,53,0,1,4,2018-04-02 19:01:00,6.003888889,1,fast,2018-04-03,360.0,0.8833333333333333
200,2018-04-03 01:01:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,82,0,1,4,2018-04-02 19:01:00,6.011944444,1,fast,2018-04-03,360.0,1.3666666666666667
201,2018-04-03 01:01:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,98,0,1,4,2018-04-02 19:01:00,6.016388889,1,fast,2018-04-03,360.0,1.6333333333333333
202,2018-04-03 01:02:00,4.0,pick,2018-04-03 01:00:00,2018-04-03 01:21:00,101,0,1,4,2018-04-02 19:01:00,6.017222222,1,pick,2018-04-03,361.0,1.6833333333333333
203,2018-04-03 01:02:00,0.036982956,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,112,1,0,4,2018-04-02 19:01:00,6.020277778,1,rat,2018-04-03,361.0,1.8666666666666667
204,2018-04-03 01:02:00,1.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,120,1,0,4,2018-04-02 19:01:00,6.0225,1,rat,2018-04-03,361.0,2.0
205,2018-04-03 01:02:00,2.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,128,0,1,4,2018-04-02 19:01:00,6.024722222,1,fast,2018-04-03,361.0,2.1333333333333333
206,2018-04-03 01:03:00,4.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,180,0,1,4,2018-04-02 19:01:00,6.039166667,1,fast,2018-04-03,362.0,3.0
207,2018-04-03 01:04:00,3.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,232,1,0,4,2018-04-02 19:01:00,6.053611111,1,rat,2018-04-03,363.0,3.8666666666666667
208,2018-04-03 01:04:00,2.0,"373.0,80.0,504.0,148.0; 274.6,110.7,382.4,267.3",2018-04-03 01:00:00,2018-04-03 01:21:00,277,0,0,4,2018-04-02 19:01:00,6.066111111,1,Other,2018-04-03,363.0,4.616666666666666
209,2018-04-03 01:06:00,19.0,other,2018-04-03 01:00:00,2018-04-03 01:21:00,353,1,0,4,2018-04-02 19:01:00,6.087222222,1,Other,2018-04-03,365.0,5.883333333333334
210,2018-04-03 01:07:00,3.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,435,0,1,4,2018-04-02 19:01:00,6.11,1,fast,2018-04-03,366.0,7.25
211,2018-04-03 01:10:00,6.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,612,0,1,4,2018-04-02 19:01:00,6.159166667,1,fast,2018-04-03,369.0,10.2
212,2018-04-03 01:12:00,1.0,fast,2018-04-03 01:00:00,2018-04-03 01:21:00,708,0,1,4,2018-04-02 19:01:00,6.185833333,1,fast,2018-04-03,371.0,11.8
213,2018-04-03 01:13:00,9.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,777,1,0,4,2018-04-02 19:01:00,6.205,1,rat,2018-04-03,372.0,12.95
214,2018-04-03 01:13:00,23.0,rat,2018-04-03 01:00:00,2018-04-03 01:21:00,806,1,0,4,2018-04-02 19:01:00,6.213055556,1,rat,2018-04-03,372.0,13.433333333333334
215,2018-04-03 01:15:00,1.0,"245.6,179.5,321.4,314.0; 522.4,0.3,592.0,95.5",2018-04-03 01:00:00,2018-04-03 01:21:00,903,0,0,4,2018-04-02 19:01:00,6.24,1,Other,2018-04-03,374.0,15.05
216,2018-04-03 01:15:00,148.50000000000136,eating,2018-04-03 01:00:00,2018-04-03 01:21:00,936,0,0,4,2018-04-02 19:01:00,6.249166667,1,Other,2018-04-03,374.0,15.6
217,2018-04-03 21:22:00,3.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,90,0,1,4,2018-04-03 19:01:00,2.358611111,1,fast,2018-04-03,141.0,1.5
218,2018-04-03 21:27:00,3.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,376,0,1,4,2018-04-03 19:01:00,2.438055556,1,fast,2018-04-03,146.0,6.266666666666667
219,2018-04-03 21:28:00,2.0,fast,2018-04-03 21:21:00,2018-04-03 21:32:00,452,0,1,4,2018-04-03 19:01:00,2.459166667,1,fast,2018-04-03,147.0,7.533333333333333
220,2018-04-03 23:24:00,2.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,12,0,1,4,2018-04-03 19:01:00,4.395833333,1,fast,2018-04-03,263.0,0.2
221,2018-04-03 23:25:00,9.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,31,1,0,4,2018-04-03 19:01:00,4.401111111,1,rat,2018-04-03,264.0,0.5166666666666667
222,2018-04-03 23:25:00,4.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,58,0,1,4,2018-04-03 19:01:00,4.408611111,1,fast,2018-04-03,264.0,0.9666666666666667
223,2018-04-03 23:27:00,5.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,187,1,0,4,2018-04-03 19:01:00,4.444444444,1,rat,2018-04-03,266.0,3.1166666666666667
224,2018-04-03 23:27:00,4.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,197,1,0,4,2018-04-03 19:01:00,4.447222222,1,rat,2018-04-03,266.0,3.283333333333333
225,2018-04-03 23:28:00,1.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,224,0,1,4,2018-04-03 19:01:00,4.454722222,1,fast,2018-04-03,267.0,3.7333333333333334
226,2018-04-03 23:29:00,48.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,312,1,0,4,2018-04-03 19:01:00,4.479166667,1,rat,2018-04-03,268.0,5.2
227,2018-04-03 23:29:00,3.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,312,0,1,4,2018-04-03 19:01:00,4.479166667,1,fast,2018-04-03,268.0,5.2
228,2018-04-03 23:31:00,0.010238211,rat_to_bat,2018-04-03 23:24:00,2018-04-03 23:40:00,402,1,0,4,2018-04-03 19:01:00,4.504166667,1,Other,2018-04-03,270.0,6.7
229,2018-04-03 23:34:00,2.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,597,0,1,4,2018-04-03 19:01:00,4.558333333,1,fast,2018-04-03,273.0,9.95
230,2018-04-03 23:40:00,2.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,949,1,0,4,2018-04-03 19:01:00,4.656111111,1,rat,2018-04-03,279.0,15.816666666666666
231,2018-04-04 00:48:00,3.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,12,1,0,4,2018-04-03 19:01:00,5.788055556,1,rat,2018-04-04,347.0,0.2
232,2018-04-04 00:48:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,25,0,1,4,2018-04-03 19:01:00,5.791666667,1,fast,2018-04-04,347.0,0.4166666666666667
233,2018-04-04 00:49:00,22.0,other_bats/rat,2018-04-04 00:48:00,2018-04-04 00:58:00,59,1,0,4,2018-04-03 19:01:00,5.801111111,1,Other,2018-04-04,348.0,0.9833333333333333
234,2018-04-04 00:49:00,2.0,"405.6,112.3,513.1,215.4; 464.1,197.7,614.9,334.3; 511.5,301.1,639.4,388.9",2018-04-04 00:48:00,2018-04-04 00:58:00,63,0,0,4,2018-04-03 19:01:00,5.802222222,1,Other,2018-04-04,348.0,1.05
235,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,97,0,1,4,2018-04-03 19:01:00,5.811666667,1,fast,2018-04-04,348.0,1.6166666666666667
236,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,112,0,1,4,2018-04-03 19:01:00,5.815833333,1,fast,2018-04-04,348.0,1.8666666666666667
237,2018-04-04 00:50:00,59.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,165,1,0,4,2018-04-03 19:01:00,5.830555556,1,rat,2018-04-04,349.0,2.75
238,2018-04-04 00:51:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,217,0,1,4,2018-04-03 19:01:00,5.845,1,fast,2018-04-04,350.0,3.6166666666666667
239,2018-04-04 00:54:00,1.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,357,1,0,4,2018-04-03 19:01:00,5.883888889,1,rat,2018-04-04,353.0,5.95
240,2018-04-04 00:55:00,14.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,418,1,0,4,2018-04-03 19:01:00,5.900833333,1,rat,2018-04-04,354.0,6.966666666666667
241,2018-04-04 00:58:00,1.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,624,0,1,4,2018-04-03 19:01:00,5.958055556,1,fast,2018-04-04,357.0,10.4
242,2018-04-04 00:58:00,0.04722604,,2018-04-04 00:48:00,2018-04-04 00:58:00,632,0,0,4,2018-04-03 19:01:00,5.960277778,1,Unknown,2018-04-04,357.0,10.533333333333333
243,2018-04-04 00:58:00,0.022571773,,2018-04-04 00:48:00,2018-04-04 00:58:00,651,0,0,4,2018-04-03 19:01:00,5.965555556,1,Unknown,2018-04-04,357.0,10.85
244,2018-04-26 21:25:00,68.0,pick_and_all,2018-04-26 21:24:00,2018-04-26 21:26:00,19,1,1,4,2018-04-26 19:17:00,2.135,1,Other,2018-04-26,128.0,0.31666666666666665
245,2018-04-26 21:25:00,6.0,rat,2018-04-26 21:24:00,2018-04-26 21:26:00,22,1,0,4,2018-04-26 19:17:00,2.135833333,1,rat,2018-04-26,128.0,0.36666666666666664
246,2018-04-26 21:25:00,2.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,29,1,0,4,2018-04-26 19:17:00,2.137777778,1,bat_and_rat,2018-04-26,128.0,0.48333333333333334
247,2018-04-26 21:25:00,8.0,bat_and_pick,2018-04-26 21:24:00,2018-04-26 21:26:00,45,1,1,4,2018-04-26 19:17:00,2.142222222,1,bat_and_pick,2018-04-26,128.0,0.75
248,2018-04-26 21:25:00,5.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,66,1,0,4,2018-04-26 19:17:00,2.148055556,1,bat_and_rat,2018-04-26,128.0,1.1
249,2018-04-26 21:26:00,2.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,76,1,0,4,2018-04-26 19:17:00,2.150833333,1,bat_fight,2018-04-26,129.0,1.2666666666666666
250,2018-04-26 21:26:00,15.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,88,1,0,4,2018-04-26 19:17:00,2.154166667,1,bat_fight,2018-04-26,129.0,1.4666666666666666
251,2018-04-26 21:26:00,4.0,bat_fight_and_pick,2018-04-26 21:24:00,2018-04-26 21:26:00,101,1,1,4,2018-04-26 19:17:00,2.157777778,1,Other,2018-04-26,129.0,1.6833333333333333
252,2018-04-26 22:25:00,15.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,16,1,0,4,2018-04-26 19:17:00,3.148055556,1,bat,2018-04-26,188.0,0.26666666666666666
253,2018-04-26 22:26:00,18.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,33,1,1,4,2018-04-26 19:17:00,3.152777778,1,bat_and_pick,2018-04-26,189.0,0.55
254,2018-04-26 22:26:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,65,0,1,4,2018-04-26 19:17:00,3.161666667,1,pick,2018-04-26,189.0,1.0833333333333333
255,2018-04-26 22:26:00,13.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,bat_and_pick,2018-04-26,189.0,1.35
256,2018-04-26 22:26:00,14.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,bat_and_pick,2018-04-26,189.0,1.35
257,2018-04-26 22:27:00,10.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,92,1,1,4,2018-04-26 19:17:00,3.169166667,1,bat_and_pick,2018-04-26,190.0,1.5333333333333334
258,2018-04-26 22:27:00,1.0,"187.0,152.0,304.0,240.0; 567.9,88.6,621.1,140.3",2018-04-26 22:25:00,2018-04-26 22:36:00,124,0,0,4,2018-04-26 19:17:00,3.178055556,1,Other,2018-04-26,190.0,2.066666666666667
259,2018-04-26 22:27:00,7.0,bat_and_rat,2018-04-26 22:25:00,2018-04-26 22:36:00,126,1,0,4,2018-04-26 19:17:00,3.178611111,1,bat_and_rat,2018-04-26,190.0,2.1
260,2018-04-26 22:28:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,202,0,1,4,2018-04-26 19:17:00,3.199722222,1,pick,2018-04-26,191.0,3.3666666666666667
261,2018-04-26 22:29:00,1.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,215,0,1,4,2018-04-26 19:17:00,3.203333333,1,fast,2018-04-26,192.0,3.5833333333333335
262,2018-04-26 22:30:00,23.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,274,1,0,4,2018-04-26 19:17:00,3.219722222,1,bat,2018-04-26,193.0,4.566666666666666
263,2018-04-26 22:30:00,0.078814418,"44.0,77.0,157.0,240.0; 253.0,96.0,346.0,147.0",2018-04-26 22:25:00,2018-04-26 22:36:00,306,0,0,4,2018-04-26 19:17:00,3.228611111,1,Other,2018-04-26,193.0,5.1
264,2018-04-26 22:30:00,1.0,"397.7,159.7,580.2,330.5; 252.0,92.0,346.0,149.0",2018-04-26 22:25:00,2018-04-26 22:36:00,311,0,0,4,2018-04-26 19:17:00,3.23,1,Other,2018-04-26,193.0,5.183333333333334
265,2018-04-26 22:30:00,4.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,318,0,1,4,2018-04-26 19:17:00,3.231944444,1,pick,2018-04-26,193.0,5.3
266,2018-04-26 22:30:00,5.0,pick_and_bat,2018-04-26 22:25:00,2018-04-26 22:36:00,322,1,1,4,2018-04-26 19:17:00,3.233055556,1,pick_bat,2018-04-26,193.0,5.366666666666666
267,2018-04-26 22:31:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,326,0,1,4,2018-04-26 19:17:00,3.234166667,1,fast,2018-04-26,194.0,5.433333333333334
268,2018-04-26 22:31:00,2.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,340,0,1,4,2018-04-26 19:17:00,3.238055556,1,fast,2018-04-26,194.0,5.666666666666667
269,2018-04-26 22:31:00,55.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,343,1,1,4,2018-04-26 19:17:00,3.238888889,1,bat_and_pick,2018-04-26,194.0,5.716666666666667
270,2018-04-26 22:32:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,392,0,1,4,2018-04-26 19:17:00,3.2525,1,fast,2018-04-26,195.0,6.533333333333333
271,2018-04-26 22:32:00,3.0,"218.0,171.0,381.0,269.0; 239.0,106.0,315.0,155.0",2018-04-26 22:25:00,2018-04-26 22:36:00,406,0,0,4,2018-04-26 19:17:00,3.256388889,1,Other,2018-04-26,195.0,6.766666666666667
272,2018-04-26 22:33:00,1.0,"423.0,155.9,535.6,370.9; 238.0,99.0,314.0,160.0",2018-04-26 22:25:00,2018-04-26 22:36:00,449,0,0,4,2018-04-26 19:17:00,3.268333333,1,Other,2018-04-26,196.0,7.483333333333333
