,Unnamed: 0,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,period_time,month_df2,hours_after_sunset_df2,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_pressure_q,log_bltf,period_id
0,0,2017-12-30 18:37:00,16.0,rat,2017-12-30 18:35:00,2017-12-30 18:38:00,108,1,0,0,2017-12-30 16:45:00,1.870833333,0,2017-12-30 18:30:00,0,2.0,20,3.955857385,0.0,0,Q1,2.833213344056216,1514658600
1,1,2017-12-30 19:51:00,0.074015603,fast,2017-12-30 19:50:00,2017-12-30 19:55:00,17,0,1,0,2017-12-30 16:45:00,3.100833333,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,0.07140452391410444,1514662200
2,2,2017-12-30 19:51:00,4.0,fast,2017-12-30 19:50:00,2017-12-30 19:55:00,41,0,1,0,2017-12-30 16:45:00,3.1075,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,1.6094379124341003,1514662200
3,3,2017-12-30 19:52:00,10.0,rat,2017-12-30 19:50:00,2017-12-30 19:55:00,111,1,0,0,2017-12-30 16:45:00,3.126944444,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,2.3978952727983707,1514662200
4,4,2017-12-30 19:54:00,15.0,rat,2017-12-30 19:50:00,2017-12-30 19:55:00,194,1,0,0,2017-12-30 16:45:00,3.15,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,2.772588722239781,1514662200
5,5,2017-12-30 19:54:00,24.0,rat,2017-12-30 19:50:00,2017-12-30 19:55:00,215,1,0,0,2017-12-30 16:45:00,3.155833333,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,3.2188758248682006,1514662200
6,6,2017-12-30 19:54:00,13.0,rat,2017-12-30 19:50:00,2017-12-30 19:55:00,253,1,0,0,2017-12-30 16:45:00,3.166388889,0,2017-12-30 19:30:00,0,3.0,37,3.067911715,5.0,1,Q3,2.6390573296152584,1514662200
7,7,2017-12-26 21:24:00,15.0,rat,2017-12-26 21:22:00,2017-12-26 21:27:00,88,1,0,0,2017-12-26 16:43:00,4.684444444,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,2.772588722239781,1514322000
8,8,2017-12-26 21:24:00,6.0,pick,2017-12-26 21:22:00,2017-12-26 21:27:00,113,0,1,0,2017-12-26 16:43:00,4.691388889,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,1.9459101490553132,1514322000
9,9,2017-12-26 21:24:00,3.0,fast,2017-12-26 21:22:00,2017-12-26 21:27:00,121,0,1,0,2017-12-26 16:43:00,4.693611111,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,1.3862943611198906,1514322000
10,10,2017-12-26 21:24:00,5.0,pick,2017-12-26 21:22:00,2017-12-26 21:27:00,128,0,1,0,2017-12-26 16:43:00,4.695555556,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,1.791759469228055,1514322000
11,11,2017-12-26 21:25:00,6.0,pick,2017-12-26 21:22:00,2017-12-26 21:27:00,153,0,1,0,2017-12-26 16:43:00,4.7025,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,1.9459101490553132,1514322000
12,12,2017-12-26 21:26:00,10.0,rat,2017-12-26 21:22:00,2017-12-26 21:27:00,208,1,0,0,2017-12-26 16:43:00,4.717777778,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,2.3978952727983707,1514322000
13,13,2017-12-26 21:26:00,1.0,bat_fight,2017-12-26 21:22:00,2017-12-26 21:27:00,216,1,0,0,2017-12-26 16:43:00,4.72,0,2017-12-26 21:00:00,0,4.5,53,2.561403509,4.866666667,1,Q2,0.6931471805599453,1514322000
14,14,2017-12-27 01:35:00,2.0,Other,2017-12-27 01:34:00,2017-12-27 01:41:00,37,1,0,0,2017-12-26 16:43:00,8.8725,0,2017-12-27 01:30:00,0,9.0,13,0.0,0.016666667,1,Q1,1.0986122886681098,1514338200
15,15,2017-12-26 20:57:00,5.0,Unknown,2017-12-26 20:53:00,2017-12-26 20:58:00,199,0,0,0,2017-12-26 16:43:00,4.2375,0,2017-12-26 20:30:00,0,4.0,51,2.968873797,1.283333333,2,Q2,1.791759469228055,1514320200
16,16,2017-12-26 20:57:00,1.0,Unknown,2017-12-26 20:53:00,2017-12-26 20:58:00,239,0,0,0,2017-12-26 16:43:00,4.248611111,0,2017-12-26 20:30:00,0,4.0,51,2.968873797,1.283333333,2,Q2,0.6931471805599453,1514320200
17,17,2017-12-28 19:36:00,1.0,fast,2017-12-28 19:35:00,2017-12-28 19:46:00,14,0,1,0,2017-12-28 16:44:00,2.868888889,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,0.6931471805599453,1514489400
18,18,2017-12-28 19:36:00,2.0,rat,2017-12-28 19:35:00,2017-12-28 19:46:00,40,1,0,0,2017-12-28 16:44:00,2.876111111,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,1.0986122886681098,1514489400
19,19,2017-12-28 19:37:00,26.0,rat,2017-12-28 19:35:00,2017-12-28 19:46:00,68,1,0,0,2017-12-28 16:44:00,2.883888889,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,3.295836866004329,1514489400
20,20,2017-12-28 19:44:00,5.0,Other,2017-12-28 19:35:00,2017-12-28 19:46:00,521,1,0,0,2017-12-28 16:44:00,3.009722222,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,1.791759469228055,1514489400
21,21,2017-12-28 19:45:00,15.0,Other,2017-12-28 19:35:00,2017-12-28 19:46:00,564,1,1,0,2017-12-28 16:44:00,3.021666667,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,2.772588722239781,1514489400
22,22,2017-12-28 19:46:00,24.0,rat,2017-12-28 19:35:00,2017-12-28 19:46:00,607,1,0,0,2017-12-28 16:44:00,3.033611111,0,2017-12-28 19:30:00,0,3.0,23,3.07696661,2.5,1,Q2,3.2188758248682006,1514489400
23,23,2017-12-28 03:58:00,2.0,fast,2017-12-28 03:56:00,2017-12-28 04:13:00,107,0,1,0,2017-12-27 16:43:00,11.26277778,0,2017-12-28 03:30:00,0,11.0,5,0.971774194,11.089999999999986,1,Q4,1.0986122886681098,1514431800
24,24,2017-12-28 04:02:00,2.0,fast,2017-12-28 03:56:00,2017-12-28 04:13:00,358,0,1,0,2017-12-27 16:43:00,11.3325,0,2017-12-28 04:00:00,0,11.5,11,0.730769231,0.883333333,1,Q2,1.0986122886681098,1514433600
25,25,2017-12-28 04:11:00,1.0,Unknown,2017-12-28 03:56:00,2017-12-28 04:13:00,852,0,0,0,2017-12-27 16:43:00,11.46972222,0,2017-12-28 04:00:00,0,11.5,11,0.730769231,0.883333333,1,Q2,0.6931471805599453,1514433600
26,26,2018-01-27 23:44:00,0.049410419,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,12,0,1,1,2018-01-27 17:09:00,6.591111111,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,0.048228500751775705,1517095800
27,27,2018-01-27 23:44:00,1.0,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,14,0,1,1,2018-01-27 17:09:00,6.591666667,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,0.6931471805599453,1517095800
28,28,2018-01-27 23:45:00,6.0,rat,2018-01-27 23:44:00,2018-01-27 23:50:00,49,1,0,1,2018-01-27 17:09:00,6.601388889,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,1.9459101490553132,1517095800
29,29,2018-01-27 23:45:00,3.0,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,68,0,1,1,2018-01-27 17:09:00,6.606666667,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,1.3862943611198906,1517095800
30,30,2018-01-27 23:45:00,8.0,rat,2018-01-27 23:44:00,2018-01-27 23:50:00,84,1,0,1,2018-01-27 17:09:00,6.611111111,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,2.1972245773362196,1517095800
31,31,2018-01-27 23:46:00,31.0,rat,2018-01-27 23:44:00,2018-01-27 23:50:00,122,1,0,1,2018-01-27 17:09:00,6.621666667,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,3.4657359027997265,1517095800
32,32,2018-01-27 23:47:00,0.010695699,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,186,0,1,1,2018-01-27 17:09:00,6.639444444,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,0.010638904622916943,1517095800
33,33,2018-01-27 23:48:00,2.0,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,231,0,1,1,2018-01-27 17:09:00,6.651944444,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,1.0986122886681098,1517095800
34,34,2018-01-27 23:48:00,1.0,Other,2018-01-27 23:44:00,2018-01-27 23:50:00,246,0,0,1,2018-01-27 17:09:00,6.656111111,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,0.6931471805599453,1517095800
35,35,2018-01-27 23:48:00,9.0,pick,2018-01-27 23:44:00,2018-01-27 23:50:00,253,0,1,1,2018-01-27 17:09:00,6.658055556,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,2.302585092994046,1517095800
36,36,2018-01-27 23:50:00,6.0,pick,2018-01-27 23:44:00,2018-01-27 23:50:00,355,0,1,1,2018-01-27 17:09:00,6.686388889,0,2018-01-27 23:30:00,1,6.5,64,2.55,6.083333333,1,Q3,1.9459101490553132,1517095800
37,37,2018-01-28 04:20:00,11.0,pick,2018-01-28 04:08:00,2018-01-28 04:20:00,742,0,1,1,2018-01-27 17:09:00,11.1975,0,2018-01-28 04:00:00,1,11.0,3,1.0,11.089999999999986,1,Q4,2.4849066497880004,1517112000
38,38,2018-01-01 01:52:00,2.0,fast,2018-01-01 01:50:00,2018-01-01 01:55:00,115,0,1,1,2017-12-31 16:46:00,9.108333333,0,2018-01-01 01:30:00,1,9.0,18,1.92688172,4.933333333,1,Q2,1.0986122886681098,1514770200
39,39,2018-01-31 19:44:00,3.0,rat,2018-01-31 19:41:00,2018-01-31 19:45:00,195,1,0,1,2018-01-31 17:13:00,2.522777778,0,2018-01-31 19:30:00,1,2.5,80,3.214285714,2.25,1,Q2,1.3862943611198906,1517427000
40,40,2018-01-31 22:23:00,1.0,fast,2018-01-31 22:20:00,2018-01-31 22:24:00,168,0,1,1,2018-01-31 17:13:00,5.168333333,0,2018-01-31 22:00:00,1,5.0,80,2.0,4.466666667,1,Q2,0.6931471805599453,1517436000
41,41,2018-01-10 23:34:00,4.0,Unknown,2018-01-10 23:32:00,2018-01-10 23:34:00,113,0,0,1,2018-01-10 16:54:00,6.673888889,0,2018-01-10 23:30:00,1,7.0,66,1.863978495,1.083333333,1,Q2,1.6094379124341003,1515627000
42,42,2018-01-10 04:12:00,1.0,rat,2018-01-10 04:07:00,2018-01-10 04:15:00,306,1,0,1,2018-01-09 16:53:00,11.32222222,0,2018-01-10 04:00:00,1,11.5,23,2.366666667,0.0,0,Q1,0.6931471805599453,1515556800
43,43,2018-01-28 19:56:00,1.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,9,0,1,1,2018-01-28 17:10:00,2.770833333,0,2018-01-28 19:30:00,1,2.5,40,3.970430108,11.089999999999986,1,Q4,0.6931471805599453,1517167800
44,44,2018-01-28 20:03:00,1.0,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,456,1,0,1,2018-01-28 17:10:00,2.895,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
45,45,2018-01-28 20:04:00,0.035319187,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,528,1,0,1,2018-01-28 17:10:00,2.915,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.03470977241062761,1517169600
46,46,2018-01-28 20:05:00,1.0,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,534,1,0,1,2018-01-28 17:10:00,2.916666667,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
47,47,2018-01-28 20:05:00,7.0,Other,2018-01-28 19:56:00,2018-01-28 20:10:00,545,1,1,1,2018-01-28 17:10:00,2.919722222,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,2.0794415416798357,1517169600
48,48,2018-01-28 20:05:00,1.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,551,0,1,1,2018-01-28 17:10:00,2.921388889,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
49,49,2018-01-28 20:05:00,0.034803066,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,569,0,1,1,2018-01-28 17:10:00,2.926388889,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.03421113421672764,1517169600
50,50,2018-01-28 20:05:00,1.0,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,583,1,0,1,2018-01-28 17:10:00,2.930277778,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
51,51,2018-01-28 20:05:00,1.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,589,0,1,1,2018-01-28 17:10:00,2.931944444,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
52,52,2018-01-28 20:06:00,2.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,627,0,1,1,2018-01-28 17:10:00,2.9425,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,1.0986122886681098,1517169600
53,53,2018-01-28 20:06:00,1.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,631,0,1,1,2018-01-28 17:10:00,2.943611111,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,0.6931471805599453,1517169600
54,54,2018-01-28 20:06:00,4.0,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,642,0,1,1,2018-01-28 17:10:00,2.946666667,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,1.6094379124341003,1517169600
55,55,2018-01-28 20:08:00,4.0,pick,2018-01-28 19:56:00,2018-01-28 20:10:00,720,0,1,1,2018-01-28 17:10:00,2.968333333,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,1.6094379124341003,1517169600
56,56,2018-01-28 20:09:00,3.0,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,824,1,0,1,2018-01-28 17:10:00,2.997222222,0,2018-01-28 20:00:00,1,3.0,68,3.583333333,0.533333333,1,Q1,1.3862943611198906,1517169600
57,57,2018-01-29 01:32:00,22.0,pick,2018-01-29 01:29:00,2018-01-29 01:33:00,225,0,1,1,2018-01-28 17:10:00,8.381666667,0,2018-01-29 01:30:00,1,8.5,55,1.151209677,0.0,0,Q1,3.1354942159291497,1517189400
58,58,2018-01-28 19:58:00,1.0,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,162,1,0,1,2018-01-28 17:10:00,2.813333333,0,2018-01-28 19:30:00,1,2.5,40,3.970430108,11.089999999999986,1,Q4,0.6931471805599453,1517167800
59,59,2018-02-20 01:49:00,2.0,rat,2018-02-20 01:47:00,2018-02-20 01:50:00,151,1,0,2,2018-02-19 17:30:00,8.333055556,0,2018-02-20 01:30:00,2,8.0,36,2.0,3.166666667,1,Q2,1.0986122886681098,1519090200
60,60,2018-02-20 03:10:00,1.0,rat,2018-02-20 03:10:00,2018-02-20 03:11:00,17,1,0,2,2018-02-19 17:30:00,9.676111111,0,2018-02-20 03:00:00,2,9.5,30,1.822307272,1.55,1,Q2,0.6931471805599453,1519095600
61,61,2018-02-20 02:12:00,3.0,bat,2018-02-20 02:10:00,2018-02-20 02:13:00,116,1,0,2,2018-02-19 17:30:00,8.713055556,0,2018-02-20 02:00:00,2,8.5,46,2.0,0.416666667,2,Q1,1.3862943611198906,1519092000
62,62,2018-02-10 00:43:00,4.0,rat,2018-02-10 00:43:00,2018-02-10 00:45:00,22,1,0,2,2018-02-09 17:21:00,7.375277778,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.6094379124341003,1518222600
63,63,2018-02-10 00:44:00,3.0,fast,2018-02-10 00:43:00,2018-02-10 00:45:00,96,0,1,2,2018-02-09 17:21:00,7.395833333,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.3862943611198906,1518222600
64,64,2018-02-10 00:49:00,0.089216347,fast,2018-02-10 00:49:00,2018-02-10 00:51:00,18,0,1,2,2018-02-09 17:21:00,7.471944444,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,0.08545848996778992,1518222600
65,65,2018-02-10 00:49:00,2.0,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,56,1,0,2,2018-02-09 17:21:00,7.4825,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.0986122886681098,1518222600
66,66,2018-02-10 00:50:00,0.041390374,fast,2018-02-10 00:49:00,2018-02-10 00:51:00,65,0,1,2,2018-02-09 17:21:00,7.485,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,0.04055671837765032,1518222600
67,67,2018-02-10 00:50:00,0.090143902,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,81,1,0,2,2018-02-09 17:21:00,7.489444444,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,0.08630970771064107,1518222600
68,68,2018-02-10 00:50:00,20.0,Other,2018-02-10 00:49:00,2018-02-10 00:51:00,102,0,0,2,2018-02-09 17:21:00,7.495277778,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,3.044522437723423,1518222600
69,69,2018-02-10 00:51:00,2.0,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,149,1,0,2,2018-02-09 17:21:00,7.508333333,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.0986122886681098,1518222600
70,70,2018-02-10 00:44:00,7.0,bat,2018-02-10 00:43:00,2018-02-10 00:45:00,61,1,0,2,2018-02-09 17:21:00,7.386111111,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,2.0794415416798357,1518222600
71,71,2018-02-10 00:44:00,21.0,pick_bat,2018-02-10 00:43:00,2018-02-10 00:45:00,65,1,1,2,2018-02-09 17:21:00,7.387222222,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,3.091042453358316,1518222600
72,72,2018-02-10 00:44:00,4.0,pick,2018-02-10 00:43:00,2018-02-10 00:45:00,68,0,1,2,2018-02-09 17:21:00,7.388055556,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.6094379124341003,1518222600
73,73,2018-02-10 00:44:00,2.0,pick,2018-02-10 00:43:00,2018-02-10 00:45:00,80,0,1,2,2018-02-09 17:21:00,7.391388889,0,2018-02-10 00:30:00,2,7.5,51,1.025466893,0.783333333,1,Q2,1.0986122886681098,1518222600
74,74,2018-02-07 18:11:00,7.0,Other,2018-02-07 18:11:00,2018-02-07 18:11:00,10,0,0,2,2018-02-07 17:19:00,0.8775,0,2018-02-07 18:00:00,2,1.0,29,4.0,10.48333333,5,Q4,2.0794415416798357,1518026400
75,75,2018-02-07 18:32:00,1.0,rat,2018-02-07 18:29:00,2018-02-07 18:44:00,166,1,0,2,2018-02-07 17:19:00,1.225277778,0,2018-02-07 18:30:00,2,1.5,46,4.0,0.633333333,1,Q1,0.6931471805599453,1518028200
76,76,2018-02-07 22:58:00,14.0,pick,2018-02-07 22:53:00,2018-02-07 22:58:00,299,0,1,2,2018-02-07 17:19:00,5.661944444,0,2018-02-07 22:30:00,2,5.5,65,2.050611791,2.433333333,2,Q2,2.70805020110221,1518042600
77,77,2018-02-08 01:47:00,8.0,Other,2018-02-08 01:47:00,2018-02-08 01:48:00,7,1,0,2,2018-02-07 17:19:00,8.481666667,0,2018-02-08 01:30:00,2,8.5,53,1.037351443,4.166666667,2,Q2,2.1972245773362196,1518053400
78,78,2018-02-08 01:52:00,1.0,fast,2018-02-08 01:52:00,2018-02-08 01:52:00,2,0,1,2,2018-02-07 17:19:00,8.554722222,0,2018-02-08 01:30:00,2,8.5,53,1.037351443,4.166666667,2,Q2,0.6931471805599453,1518053400
79,79,2018-02-08 02:06:00,6.0,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,74,1,0,2,2018-02-07 17:19:00,8.796944444,0,2018-02-08 02:00:00,2,9.0,24,1.0,0.0,0,Q1,1.9459101490553132,1518055200
80,80,2018-02-08 02:06:00,1.0,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,80,1,0,2,2018-02-07 17:19:00,8.798611111,0,2018-02-08 02:00:00,2,9.0,24,1.0,0.0,0,Q1,0.6931471805599453,1518055200
81,81,2018-02-08 02:07:00,7.0,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,99,1,0,2,2018-02-07 17:19:00,8.803888889,0,2018-02-08 02:00:00,2,9.0,24,1.0,0.0,0,Q1,2.0794415416798357,1518055200
82,82,2018-02-08 02:07:00,4.0,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,116,1,0,2,2018-02-07 17:19:00,8.808611111,0,2018-02-08 02:00:00,2,9.0,24,1.0,0.0,0,Q1,1.6094379124341003,1518055200
83,83,2018-02-08 02:08:00,4.0,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,200,1,0,2,2018-02-07 17:19:00,8.831944444,0,2018-02-08 02:00:00,2,9.0,24,1.0,0.0,0,Q1,1.6094379124341003,1518055200
84,84,2018-02-08 03:41:00,0.035867953,rat,2018-02-08 03:41:00,2018-02-08 03:45:00,27,1,0,2,2018-02-07 17:19:00,10.37444444,0,2018-02-08 03:30:00,2,10.5,19,0.0,0.0,0,Q1,0.03523967721955867,1518060600
85,85,2018-02-02 00:43:00,2.0,fast,2018-02-02 00:40:00,2018-02-02 00:44:00,184,0,1,2,2018-02-01 17:14:00,7.489722222,0,2018-02-02 00:30:00,2,7.5,60,1.03198484,0.466666667,1,Q1,1.0986122886681098,1517531400
86,86,2018-02-02 00:44:00,1.0,rat,2018-02-02 00:40:00,2018-02-02 00:44:00,239,1,0,2,2018-02-01 17:14:00,7.505,0,2018-02-02 00:30:00,2,7.5,60,1.03198484,0.466666667,1,Q1,0.6931471805599453,1517531400
87,87,2018-02-09 00:06:00,3.0,fast,2018-02-09 00:06:00,2018-02-09 00:06:00,2,0,1,2,2018-02-08 17:20:00,6.767222222,0,2018-02-09 00:00:00,2,7.0,46,2.0,1.133333333,2,Q2,1.3862943611198906,1518134400
88,88,2018-02-09 00:11:00,1.0,rat,2018-02-09 00:09:00,2018-02-09 00:13:00,135,1,0,2,2018-02-08 17:20:00,6.862222222,0,2018-02-09 00:00:00,2,7.0,46,2.0,1.133333333,2,Q2,0.6931471805599453,1518134400
89,89,2018-02-09 00:26:00,17.0,pick,2018-02-09 00:26:00,2018-02-09 00:32:00,2,0,1,2,2018-02-08 17:20:00,7.114722222,0,2018-02-09 00:00:00,2,7.0,46,2.0,1.133333333,2,Q2,2.8903717578961645,1518134400
90,90,2018-02-09 00:29:00,1.0,rat,2018-02-09 00:26:00,2018-02-09 00:32:00,154,1,0,2,2018-02-08 17:20:00,7.156944444,0,2018-02-09 00:00:00,2,7.0,46,2.0,1.133333333,2,Q2,0.6931471805599453,1518134400
91,91,2018-02-09 03:31:00,1.0,rat,2018-02-09 03:28:00,2018-02-09 03:33:00,146,1,0,2,2018-02-08 17:20:00,10.18444444,0,2018-02-09 03:30:00,2,10.5,17,1.0,1.066666667,2,Q2,0.6931471805599453,1518147000
92,92,2018-02-09 03:32:00,21.0,rat,2018-02-09 03:28:00,2018-02-09 03:33:00,211,1,0,2,2018-02-08 17:20:00,10.2025,0,2018-02-09 03:30:00,2,10.5,17,1.0,1.066666667,2,Q2,3.091042453358316,1518147000
93,93,2018-02-09 03:32:00,9.0,pick,2018-02-09 03:28:00,2018-02-09 03:33:00,246,0,1,2,2018-02-08 17:20:00,10.21222222,0,2018-02-09 03:30:00,2,10.5,17,1.0,1.066666667,2,Q2,2.302585092994046,1518147000
94,94,2018-02-13 03:44:00,1.0,rat,2018-02-13 03:43:00,2018-02-13 03:45:00,77,1,0,2,2018-02-12 17:24:00,10.34222222,0,2018-02-13 03:30:00,2,10.5,28,1.0,0.3,1,Q1,0.6931471805599453,1518492600
95,95,2018-02-13 03:50:00,3.0,fast,2018-02-13 03:49:00,2018-02-13 03:50:00,59,0,1,2,2018-02-12 17:24:00,10.435,0,2018-02-13 03:30:00,2,10.5,28,1.0,0.3,1,Q1,1.3862943611198906,1518492600
96,96,2018-02-14 22:05:00,1.0,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,89,1,0,2,2018-02-14 17:26:00,4.659166667,0,2018-02-14 22:00:00,2,5.0,103,2.0,3.3,6,Q2,0.6931471805599453,1518645600
97,97,2018-02-14 22:08:00,2.0,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,259,1,0,2,2018-02-14 17:26:00,4.706388889,0,2018-02-14 22:00:00,2,5.0,103,2.0,3.3,6,Q2,1.0986122886681098,1518645600
98,98,2018-02-14 22:11:00,4.0,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,470,1,0,2,2018-02-14 17:26:00,4.765,0,2018-02-14 22:00:00,2,5.0,103,2.0,3.3,6,Q2,1.6094379124341003,1518645600
99,99,2018-02-14 22:46:00,2.0,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,187,1,0,2,2018-02-14 17:26:00,5.341666667,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,1.0986122886681098,1518647400
100,100,2018-02-14 22:46:00,1.0,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,204,1,0,2,2018-02-14 17:26:00,5.346388889,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,0.6931471805599453,1518647400
101,101,2018-02-14 22:50:00,2.0,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,420,1,0,2,2018-02-14 17:26:00,5.406388889,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,1.0986122886681098,1518647400
102,102,2018-02-14 22:50:00,9.0,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,434,1,0,2,2018-02-14 17:26:00,5.410277778,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,2.302585092994046,1518647400
103,103,2018-02-14 22:51:00,0.061201372,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,512,1,0,2,2018-02-14 17:26:00,5.431944444,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,0.05940163615660121,1518647400
104,104,2018-02-14 22:52:00,1.0,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,518,1,0,2,2018-02-14 17:26:00,5.433611111,0,2018-02-14 22:30:00,2,5.5,91,1.854262673,0.0,0,Q1,0.6931471805599453,1518647400
105,105,2018-02-14 03:11:00,31.0,pick,2018-02-14 03:02:00,2018-02-14 03:11:00,499,0,1,2,2018-02-13 17:25:00,9.771666667,0,2018-02-14 03:00:00,2,10.0,10,0.0,5.383333333,2,Q3,3.4657359027997265,1518577200
