,Unnamed: 0,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,period_time,month_df2,hours_after_sunset_df2,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_pressure_q,log_bltf,period_id
222,222,2018-04-03 23:25:00,4.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,58,0,1,4,2018-04-03 19:01:00,4.408611111,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,1.6094379124341003,1522796400
223,223,2018-04-03 23:27:00,5.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,187,1,0,4,2018-04-03 19:01:00,4.444444444,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,1.791759469228055,1522796400
224,224,2018-04-03 23:27:00,4.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,197,1,0,4,2018-04-03 19:01:00,4.447222222,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,1.6094379124341003,1522796400
225,225,2018-04-03 23:28:00,1.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,224,0,1,4,2018-04-03 19:01:00,4.454722222,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,0.6931471805599453,1522796400
226,226,2018-04-03 23:29:00,48.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,312,1,0,4,2018-04-03 19:01:00,4.479166667,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,3.8918202981106265,1522796400
227,227,2018-04-03 23:29:00,3.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,312,0,1,4,2018-04-03 19:01:00,4.479166667,1,2018-04-03 23:00:00,4,4.0,53,2.785298784,6.45,1,Q3,1.3862943611198906,1522796400
228,228,2018-04-03 23:31:00,0.010238211,Other,2018-04-03 23:24:00,2018-04-03 23:40:00,402,1,0,4,2018-04-03 19:01:00,4.504166667,1,2018-04-03 23:30:00,4,4.5,82,2.295081967,9.883333333,1,Q4,0.010186155519593001,1522798200
229,229,2018-04-03 23:34:00,2.0,fast,2018-04-03 23:24:00,2018-04-03 23:40:00,597,0,1,4,2018-04-03 19:01:00,4.558333333,1,2018-04-03 23:30:00,4,4.5,82,2.295081967,9.883333333,1,Q4,1.0986122886681098,1522798200
230,230,2018-04-03 23:40:00,2.0,rat,2018-04-03 23:24:00,2018-04-03 23:40:00,949,1,0,4,2018-04-03 19:01:00,4.656111111,1,2018-04-03 23:30:00,4,4.5,82,2.295081967,9.883333333,1,Q4,1.0986122886681098,1522798200
231,231,2018-04-04 00:48:00,3.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,12,1,0,4,2018-04-03 19:01:00,5.788055556,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.3862943611198906,1522801800
232,232,2018-04-04 00:48:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,25,0,1,4,2018-04-03 19:01:00,5.791666667,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.6094379124341003,1522801800
233,233,2018-04-04 00:49:00,22.0,Other,2018-04-04 00:48:00,2018-04-04 00:58:00,59,1,0,4,2018-04-03 19:01:00,5.801111111,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,3.1354942159291497,1522801800
234,234,2018-04-04 00:49:00,2.0,Other,2018-04-04 00:48:00,2018-04-04 00:58:00,63,0,0,4,2018-04-03 19:01:00,5.802222222,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.0986122886681098,1522801800
235,235,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,97,0,1,4,2018-04-03 19:01:00,5.811666667,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.0986122886681098,1522801800
236,236,2018-04-04 00:49:00,2.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,112,0,1,4,2018-04-03 19:01:00,5.815833333,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.0986122886681098,1522801800
237,237,2018-04-04 00:50:00,59.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,165,1,0,4,2018-04-03 19:01:00,5.830555556,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,4.0943445622221,1522801800
238,238,2018-04-04 00:51:00,4.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,217,0,1,4,2018-04-03 19:01:00,5.845,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,1.6094379124341003,1522801800
239,239,2018-04-04 00:54:00,1.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,357,1,0,4,2018-04-03 19:01:00,5.883888889,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,0.6931471805599453,1522801800
240,240,2018-04-04 00:55:00,14.0,rat,2018-04-04 00:48:00,2018-04-04 00:58:00,418,1,0,4,2018-04-03 19:01:00,5.900833333,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,2.70805020110221,1522801800
241,241,2018-04-04 00:58:00,1.0,fast,2018-04-04 00:48:00,2018-04-04 00:58:00,624,0,1,4,2018-04-03 19:01:00,5.958055556,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,0.6931471805599453,1522801800
242,242,2018-04-04 00:58:00,0.04722604,Unknown,2018-04-04 00:48:00,2018-04-04 00:58:00,632,0,0,4,2018-04-03 19:01:00,5.960277778,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,0.04614480161455198,1522801800
243,243,2018-04-04 00:58:00,0.022571773,Unknown,2018-04-04 00:48:00,2018-04-04 00:58:00,651,0,0,4,2018-04-03 19:01:00,5.965555556,1,2018-04-04 00:30:00,4,5.5,49,2.0,10.86666667,1,Q4,0.022320800114393063,1522801800
244,244,2018-04-26 21:25:00,68.0,Other,2018-04-26 21:24:00,2018-04-26 21:26:00,19,1,1,4,2018-04-26 19:17:00,2.135,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,4.23410650459726,1524776400
245,245,2018-04-26 21:25:00,6.0,rat,2018-04-26 21:24:00,2018-04-26 21:26:00,22,1,0,4,2018-04-26 19:17:00,2.135833333,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,1.9459101490553132,1524776400
246,246,2018-04-26 21:25:00,2.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,29,1,0,4,2018-04-26 19:17:00,2.137777778,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,1.0986122886681098,1524776400
247,247,2018-04-26 21:25:00,8.0,bat_and_pick,2018-04-26 21:24:00,2018-04-26 21:26:00,45,1,1,4,2018-04-26 19:17:00,2.142222222,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,2.1972245773362196,1524776400
248,248,2018-04-26 21:25:00,5.0,bat_and_rat,2018-04-26 21:24:00,2018-04-26 21:26:00,66,1,0,4,2018-04-26 19:17:00,2.148055556,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,1.791759469228055,1524776400
249,249,2018-04-26 21:26:00,2.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,76,1,0,4,2018-04-26 19:17:00,2.150833333,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,1.0986122886681098,1524776400
250,250,2018-04-26 21:26:00,15.0,bat_fight,2018-04-26 21:24:00,2018-04-26 21:26:00,88,1,0,4,2018-04-26 19:17:00,2.154166667,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,2.772588722239781,1524776400
251,251,2018-04-26 21:26:00,4.0,Other,2018-04-26 21:24:00,2018-04-26 21:26:00,101,1,1,4,2018-04-26 19:17:00,2.157777778,1,2018-04-26 21:00:00,4,2.0,84,3.0,1.7,1,Q2,1.6094379124341003,1524776400
252,252,2018-04-26 22:25:00,15.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,16,1,0,4,2018-04-26 19:17:00,3.148055556,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.772588722239781,1524780000
253,253,2018-04-26 22:26:00,18.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,33,1,1,4,2018-04-26 19:17:00,3.152777778,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.9444389791664403,1524780000
254,254,2018-04-26 22:26:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,65,0,1,4,2018-04-26 19:17:00,3.161666667,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,1.3862943611198906,1524780000
255,255,2018-04-26 22:26:00,13.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.6390573296152584,1524780000
256,256,2018-04-26 22:26:00,14.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,81,1,1,4,2018-04-26 19:17:00,3.166111111,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.70805020110221,1524780000
257,257,2018-04-26 22:27:00,10.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,92,1,1,4,2018-04-26 19:17:00,3.169166667,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.3978952727983707,1524780000
258,258,2018-04-26 22:27:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,124,0,0,4,2018-04-26 19:17:00,3.178055556,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,0.6931471805599453,1524780000
259,259,2018-04-26 22:27:00,7.0,bat_and_rat,2018-04-26 22:25:00,2018-04-26 22:36:00,126,1,0,4,2018-04-26 19:17:00,3.178611111,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,2.0794415416798357,1524780000
260,260,2018-04-26 22:28:00,3.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,202,0,1,4,2018-04-26 19:17:00,3.199722222,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,1.3862943611198906,1524780000
261,261,2018-04-26 22:29:00,1.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,215,0,1,4,2018-04-26 19:17:00,3.203333333,1,2018-04-26 22:00:00,4,3.0,79,3.0,11.089999999999986,2,Q4,0.6931471805599453,1524780000
262,262,2018-04-26 22:30:00,23.0,bat,2018-04-26 22:25:00,2018-04-26 22:36:00,274,1,0,4,2018-04-26 19:17:00,3.219722222,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,3.1780538303479458,1524781800
263,263,2018-04-26 22:30:00,0.078814418,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,306,0,0,4,2018-04-26 19:17:00,3.228611111,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,0.07586267704396218,1524781800
264,264,2018-04-26 22:30:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,311,0,0,4,2018-04-26 19:17:00,3.23,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,0.6931471805599453,1524781800
265,265,2018-04-26 22:30:00,4.0,pick,2018-04-26 22:25:00,2018-04-26 22:36:00,318,0,1,4,2018-04-26 19:17:00,3.231944444,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.6094379124341003,1524781800
266,266,2018-04-26 22:30:00,5.0,pick_bat,2018-04-26 22:25:00,2018-04-26 22:36:00,322,1,1,4,2018-04-26 19:17:00,3.233055556,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.791759469228055,1524781800
267,267,2018-04-26 22:31:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,326,0,1,4,2018-04-26 19:17:00,3.234166667,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.3862943611198906,1524781800
268,268,2018-04-26 22:31:00,2.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,340,0,1,4,2018-04-26 19:17:00,3.238055556,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.0986122886681098,1524781800
269,269,2018-04-26 22:31:00,55.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,343,1,1,4,2018-04-26 19:17:00,3.238888889,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,4.02535169073515,1524781800
270,270,2018-04-26 22:32:00,3.0,fast,2018-04-26 22:25:00,2018-04-26 22:36:00,392,0,1,4,2018-04-26 19:17:00,3.2525,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.3862943611198906,1524781800
271,271,2018-04-26 22:32:00,3.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,406,0,0,4,2018-04-26 19:17:00,3.256388889,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.3862943611198906,1524781800
272,272,2018-04-26 22:33:00,1.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,449,0,0,4,2018-04-26 19:17:00,3.268333333,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,0.6931471805599453,1524781800
273,273,2018-04-26 22:34:00,65.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,519,1,1,4,2018-04-26 19:17:00,3.287777778,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,4.189654742026425,1524781800
274,274,2018-04-26 22:34:00,148.50000000000136,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,556,1,1,4,2018-04-26 19:17:00,3.298055556,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,5.00729639283075,1524781800
275,275,2018-04-26 22:35:00,2.0,bat_fight,2018-04-26 22:25:00,2018-04-26 22:36:00,594,1,0,4,2018-04-26 19:17:00,3.308611111,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.0986122886681098,1524781800
276,276,2018-04-26 22:35:00,2.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,602,1,0,4,2018-04-26 19:17:00,3.310833333,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,1.0986122886681098,1524781800
277,277,2018-04-26 22:35:00,1.0,rat,2018-04-26 22:25:00,2018-04-26 22:36:00,613,1,0,4,2018-04-26 19:17:00,3.313888889,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,0.6931471805599453,1524781800
278,278,2018-04-26 22:36:00,18.0,Other,2018-04-26 22:25:00,2018-04-26 22:36:00,635,1,1,4,2018-04-26 19:17:00,3.32,1,2018-04-26 22:30:00,4,3.5,62,3.0,4.983333333,1,Q2,2.9444389791664403,1524781800
279,279,2018-04-26 23:05:00,0.028315379,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,22,0,1,4,2018-04-26 19:17:00,3.805,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,0.02792190889338412,1524783600
280,280,2018-04-26 23:05:00,6.0,pick_bat,2018-04-26 23:04:00,2018-04-26 23:09:00,37,1,1,4,2018-04-26 19:17:00,3.809166667,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,1.9459101490553132,1524783600
281,281,2018-04-26 23:05:00,9.0,bat,2018-04-26 23:04:00,2018-04-26 23:09:00,46,1,0,4,2018-04-26 19:17:00,3.811666667,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,2.302585092994046,1524783600
282,282,2018-04-26 23:06:00,2.0,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,87,0,1,4,2018-04-26 19:17:00,3.823055556,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,1.0986122886681098,1524783600
283,283,2018-04-26 23:06:00,8.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,96,0,1,4,2018-04-26 19:17:00,3.825555556,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,2.1972245773362196,1524783600
284,284,2018-04-26 23:06:00,6.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,110,0,1,4,2018-04-26 19:17:00,3.829444444,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,1.9459101490553132,1524783600
285,285,2018-04-26 23:09:00,6.0,pick,2018-04-26 23:04:00,2018-04-26 23:09:00,273,0,1,4,2018-04-26 19:17:00,3.874722222,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,1.9459101490553132,1524783600
286,286,2018-04-26 23:09:00,0.039556377,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,283,0,1,4,2018-04-26 19:17:00,3.8775,1,2018-04-26 23:00:00,4,4.0,57,3.0,0.0,0,Q1,0.03879406157351559,1524783600
287,287,2018-04-27 00:24:00,7.0,Other,2018-04-27 00:24:00,2018-04-27 00:28:00,10,1,1,4,2018-04-26 19:17:00,5.126111111,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,2.0794415416798357,1524787200
288,288,2018-04-27 00:25:00,4.0,fast,2018-04-27 00:24:00,2018-04-27 00:28:00,65,0,1,4,2018-04-26 19:17:00,5.141388889,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,1.6094379124341003,1524787200
289,289,2018-04-27 00:25:00,0.02018894,rat,2018-04-27 00:24:00,2018-04-27 00:28:00,72,1,0,4,2018-04-26 19:17:00,5.143333333,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,0.019987845436358575,1524787200
290,290,2018-04-27 00:25:00,47.0,bat_and_rat,2018-04-27 00:24:00,2018-04-27 00:28:00,91,1,0,4,2018-04-26 19:17:00,5.148611111,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,3.871201010907891,1524787200
291,291,2018-04-27 00:26:00,35.0,bat,2018-04-27 00:24:00,2018-04-27 00:28:00,129,1,0,4,2018-04-26 19:17:00,5.159166667,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,3.58351893845611,1524787200
292,292,2018-04-27 00:26:00,13.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,138,1,1,4,2018-04-26 19:17:00,5.161666667,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,2.6390573296152584,1524787200
293,293,2018-04-27 00:27:00,12.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,164,1,1,4,2018-04-26 19:17:00,5.168888889,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,2.5649493574615367,1524787200
294,294,2018-04-27 00:27:00,20.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,183,1,1,4,2018-04-26 19:17:00,5.174166667,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,3.044522437723423,1524787200
295,295,2018-04-27 00:27:00,9.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,187,1,1,4,2018-04-26 19:17:00,5.175277778,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,2.302585092994046,1524787200
296,296,2018-04-27 00:27:00,21.0,bat_and_pick,2018-04-27 00:24:00,2018-04-27 00:28:00,199,1,1,4,2018-04-26 19:17:00,5.178611111,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,3.091042453358316,1524787200
297,297,2018-04-27 00:28:00,1.0,rat,2018-04-27 00:24:00,2018-04-27 00:28:00,226,1,0,4,2018-04-26 19:17:00,5.186111111,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,0.6931471805599453,1524787200
298,298,2018-04-27 00:28:00,6.0,pick,2018-04-27 00:24:00,2018-04-27 00:28:00,231,0,1,4,2018-04-26 19:17:00,5.1875,1,2018-04-27 00:00:00,4,5.0,65,2.483870968,4.483333333,1,Q2,1.9459101490553132,1524787200
299,299,2018-04-27 01:19:00,15.0,bat_and_pick,2018-04-27 01:18:00,2018-04-27 01:22:00,76,1,1,4,2018-04-26 19:17:00,6.04,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,2.772588722239781,1524790800
300,300,2018-04-27 01:19:00,3.0,bat_fight,2018-04-27 01:18:00,2018-04-27 01:22:00,85,1,0,4,2018-04-26 19:17:00,6.0425,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,1.3862943611198906,1524790800
301,301,2018-04-27 01:20:00,8.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,119,0,1,4,2018-04-26 19:17:00,6.051944444,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,2.1972245773362196,1524790800
302,302,2018-04-27 01:20:00,10.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,126,0,1,4,2018-04-26 19:17:00,6.053888889,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,2.3978952727983707,1524790800
303,303,2018-04-27 01:20:00,15.0,pick,2018-04-27 01:18:00,2018-04-27 01:22:00,142,0,1,4,2018-04-26 19:17:00,6.058333333,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,2.772588722239781,1524790800
304,304,2018-04-27 01:21:00,26.0,Other,2018-04-27 01:18:00,2018-04-27 01:22:00,223,1,1,4,2018-04-26 19:17:00,6.080833333,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,3.295836866004329,1524790800
305,305,2018-04-27 01:21:00,2.0,Other,2018-04-27 01:18:00,2018-04-27 01:22:00,231,0,0,4,2018-04-26 19:17:00,6.083055556,1,2018-04-27 01:00:00,4,6.0,89,2.0,3.966666667,1,Q2,1.0986122886681098,1524790800
306,306,2018-04-27 02:10:00,0.050962883,rat_and_bat,2018-04-27 02:10:00,2018-04-27 02:20:00,7,1,0,4,2018-04-26 19:17:00,6.899722222,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,0.049706775381564434,1524794400
307,307,2018-04-27 02:11:00,5.0,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,47,0,1,4,2018-04-26 19:17:00,6.910833333,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,1.791759469228055,1524794400
308,308,2018-04-27 02:13:00,3.0,fast,2018-04-27 02:10:00,2018-04-27 02:20:00,140,0,1,4,2018-04-26 19:17:00,6.936666667,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,1.3862943611198906,1524794400
309,309,2018-04-27 02:14:00,13.0,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,246,0,1,4,2018-04-26 19:17:00,6.966111111,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,2.6390573296152584,1524794400
310,310,2018-04-27 02:16:00,3.0,rat,2018-04-27 02:10:00,2018-04-27 02:20:00,318,1,0,4,2018-04-26 19:17:00,6.986111111,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,1.3862943611198906,1524794400
311,311,2018-04-27 02:16:00,0.09619989,Other,2018-04-27 02:10:00,2018-04-27 02:20:00,366,1,1,4,2018-04-26 19:17:00,6.999444444,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,0.09184955328322188,1524794400
312,312,2018-04-27 02:17:00,0.063771569,rat,2018-04-27 02:10:00,2018-04-27 02:20:00,368,1,0,4,2018-04-26 19:17:00,7.0,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,0.06182067708061236,1524794400
313,313,2018-04-27 02:19:00,0.081091814,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,537,0,1,4,2018-04-26 19:17:00,7.046944444,1,2018-04-27 02:00:00,4,7.0,31,1.475409836,11.089999999999986,4,Q4,0.07797146937043009,1524794400
314,314,2018-04-27 02:39:00,2.0,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,62,0,1,4,2018-04-26 19:17:00,7.379722222,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,1.0986122886681098,1524796200
315,315,2018-04-27 02:47:00,0.090564496,Unknown,2018-04-27 02:38:00,2018-04-27 02:58:00,528,0,0,4,2018-04-26 19:17:00,7.509166667,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,0.08669544842278852,1524796200
316,316,2018-04-27 02:49:00,2.0,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,660,0,1,4,2018-04-26 19:17:00,7.545833333,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,1.0986122886681098,1524796200
317,317,2018-04-27 02:49:00,14.0,Unknown,2018-04-27 02:38:00,2018-04-27 02:58:00,664,0,0,4,2018-04-26 19:17:00,7.546944444,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,2.70805020110221,1524796200
318,318,2018-04-27 02:51:00,0.032779517,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,784,0,1,4,2018-04-26 19:17:00,7.580277778,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,0.03225372785943863,1524796200
319,319,2018-04-27 02:52:00,10.0,pick,2018-04-27 02:38:00,2018-04-27 02:58:00,811,0,1,4,2018-04-26 19:17:00,7.587777778,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,2.3978952727983707,1524796200
320,320,2018-04-27 02:52:00,22.0,pick,2018-04-27 02:38:00,2018-04-27 02:58:00,825,0,1,4,2018-04-26 19:17:00,7.591666667,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,3.1354942159291497,1524796200
321,321,2018-04-27 02:53:00,0.068238813,pick_bat,2018-04-27 02:38:00,2018-04-27 02:58:00,857,1,1,4,2018-04-26 19:17:00,7.600555556,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,0.0660113232194351,1524796200
322,322,2018-04-27 02:53:00,11.0,pick_bat,2018-04-27 02:38:00,2018-04-27 02:58:00,908,1,1,4,2018-04-26 19:17:00,7.614722222,1,2018-04-27 02:30:00,4,7.5,28,1.055526177,11.089999999999986,2,Q4,2.4849066497880004,1524796200
323,323,2018-04-27 03:01:00,1.0,fast,2018-04-27 03:01:00,2018-04-27 03:02:00,17,0,1,4,2018-04-26 19:17:00,7.741666667,1,2018-04-27 03:00:00,4,8.0,28,1.0,5.516666667,2,Q3,0.6931471805599453,1524798000
324,324,2018-04-27 03:01:00,2.0,fast,2018-04-27 03:01:00,2018-04-27 03:02:00,22,0,1,4,2018-04-26 19:17:00,7.743055556,1,2018-04-27 03:00:00,4,8.0,28,1.0,5.516666667,2,Q3,1.0986122886681098,1524798000
325,325,2018-04-27 03:23:00,0.042707344,rat_and_bat,2018-04-27 03:22:00,2018-04-27 03:25:00,17,1,0,4,2018-04-26 19:17:00,8.101388889,1,2018-04-27 03:00:00,4,8.0,28,1.0,5.516666667,2,Q3,0.041820546041699734,1524798000
