,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,period_time
306,2018-04-27 02:10:00,0.050962883,rat_and_bat,2018-04-27 02:10:00,2018-04-27 02:20:00,7,1,0,4,2018-04-26 19:17:00,6.899722222,1,2018-04-27 02:00:00
307,2018-04-27 02:11:00,5.0,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,47,0,1,4,2018-04-26 19:17:00,6.910833333,1,2018-04-27 02:00:00
308,2018-04-27 02:13:00,3.0,fast,2018-04-27 02:10:00,2018-04-27 02:20:00,140,0,1,4,2018-04-26 19:17:00,6.936666667,1,2018-04-27 02:00:00
309,2018-04-27 02:14:00,13.0,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,246,0,1,4,2018-04-26 19:17:00,6.966111111,1,2018-04-27 02:00:00
310,2018-04-27 02:16:00,3.0,rat,2018-04-27 02:10:00,2018-04-27 02:20:00,318,1,0,4,2018-04-26 19:17:00,6.986111111,1,2018-04-27 02:00:00
311,2018-04-27 02:16:00,0.09619989,Other,2018-04-27 02:10:00,2018-04-27 02:20:00,366,1,1,4,2018-04-26 19:17:00,6.999444444,1,2018-04-27 02:00:00
312,2018-04-27 02:17:00,0.063771569,rat,2018-04-27 02:10:00,2018-04-27 02:20:00,368,1,0,4,2018-04-26 19:17:00,7.0,1,2018-04-27 02:00:00
313,2018-04-27 02:19:00,0.081091814,pick,2018-04-27 02:10:00,2018-04-27 02:20:00,537,0,1,4,2018-04-26 19:17:00,7.046944444,1,2018-04-27 02:00:00
314,2018-04-27 02:39:00,2.0,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,62,0,1,4,2018-04-26 19:17:00,7.379722222,1,2018-04-27 02:30:00
315,2018-04-27 02:47:00,0.090564496,Unknown,2018-04-27 02:38:00,2018-04-27 02:58:00,528,0,0,4,2018-04-26 19:17:00,7.509166667,1,2018-04-27 02:30:00
316,2018-04-27 02:49:00,2.0,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,660,0,1,4,2018-04-26 19:17:00,7.545833333,1,2018-04-27 02:30:00
317,2018-04-27 02:49:00,14.0,Unknown,2018-04-27 02:38:00,2018-04-27 02:58:00,664,0,0,4,2018-04-26 19:17:00,7.546944444,1,2018-04-27 02:30:00
318,2018-04-27 02:51:00,0.032779517,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,784,0,1,4,2018-04-26 19:17:00,7.580277778,1,2018-04-27 02:30:00
319,2018-04-27 02:52:00,10.0,pick,2018-04-27 02:38:00,2018-04-27 02:58:00,811,0,1,4,2018-04-26 19:17:00,7.587777778,1,2018-04-27 02:30:00
320,2018-04-27 02:52:00,22.0,pick,2018-04-27 02:38:00,2018-04-27 02:58:00,825,0,1,4,2018-04-26 19:17:00,7.591666667,1,2018-04-27 02:30:00
321,2018-04-27 02:53:00,0.068238813,pick_bat,2018-04-27 02:38:00,2018-04-27 02:58:00,857,1,1,4,2018-04-26 19:17:00,7.600555556,1,2018-04-27 02:30:00
322,2018-04-27 02:53:00,11.0,pick_bat,2018-04-27 02:38:00,2018-04-27 02:58:00,908,1,1,4,2018-04-26 19:17:00,7.614722222,1,2018-04-27 02:30:00
323,2018-04-27 03:01:00,1.0,fast,2018-04-27 03:01:00,2018-04-27 03:02:00,17,0,1,4,2018-04-26 19:17:00,7.741666667,1,2018-04-27 03:00:00
324,2018-04-27 03:01:00,2.0,fast,2018-04-27 03:01:00,2018-04-27 03:02:00,22,0,1,4,2018-04-26 19:17:00,7.743055556,1,2018-04-27 03:00:00
325,2018-04-27 03:23:00,0.042707344,rat_and_bat,2018-04-27 03:22:00,2018-04-27 03:25:00,17,1,0,4,2018-04-26 19:17:00,8.101388889,1,2018-04-27 03:00:00
326,2018-04-27 03:23:00,13.0,pick,2018-04-27 03:22:00,2018-04-27 03:25:00,20,0,1,4,2018-04-26 19:17:00,8.102222222,1,2018-04-27 03:00:00
327,2018-04-27 03:23:00,0.043905767,bat_and_rat,2018-04-27 03:22:00,2018-04-27 03:25:00,33,1,0,4,2018-04-26 19:17:00,8.105833333,1,2018-04-27 03:00:00
328,2018-04-27 03:24:00,1.0,fast,2018-04-27 03:22:00,2018-04-27 03:25:00,99,0,1,4,2018-04-26 19:17:00,8.124166667,1,2018-04-27 03:00:00
329,2018-04-27 03:25:00,0.076705397,rat,2018-04-27 03:22:00,2018-04-27 03:25:00,142,1,0,4,2018-04-26 19:17:00,8.136111111,1,2018-04-27 03:00:00
330,2018-04-27 03:43:00,0.040958086,fast,2018-04-27 03:43:00,2018-04-27 03:46:00,38,0,1,4,2018-04-26 19:17:00,8.446388889,1,2018-04-27 03:30:00
331,2018-04-27 03:45:00,0.056999457,bat_and_rat,2018-04-27 03:43:00,2018-04-27 03:46:00,159,1,0,4,2018-04-26 19:17:00,8.48,1,2018-04-27 03:30:00
332,2018-04-27 03:45:00,0.099530937,bat,2018-04-27 03:43:00,2018-04-27 03:46:00,160,1,0,4,2018-04-26 19:17:00,8.480277778,1,2018-04-27 03:30:00
333,2018-04-27 03:45:00,0.014419381,bat,2018-04-27 03:43:00,2018-04-27 03:46:00,168,1,0,4,2018-04-26 19:17:00,8.4825,1,2018-04-27 03:30:00
334,2018-04-27 04:01:00,3.0,pick,2018-04-27 03:59:00,2018-04-27 04:01:00,106,0,1,4,2018-04-26 19:17:00,8.736111111,1,2018-04-27 04:00:00
335,2018-04-27 04:12:00,5.0,pick,2018-04-27 04:11:00,2018-04-27 04:16:00,106,0,1,4,2018-04-26 19:17:00,8.931666667,1,2018-04-27 04:00:00
336,2018-04-27 04:36:00,0.040564984,Other,2018-04-27 04:28:00,2018-04-27 04:44:00,445,1,1,4,2018-04-26 19:17:00,9.323055556,1,2018-04-27 04:30:00
337,2018-04-26 22:28:00,16.0,bat_and_pick,2018-04-26 22:25:00,2018-04-26 22:36:00,183,1,1,4,2018-04-26 19:17:00,3.194444444,1,2018-04-26 22:00:00
338,2018-04-26 22:33:00,1.0,Unknown,2018-04-26 22:25:00,2018-04-26 22:36:00,479,0,0,4,2018-04-26 19:17:00,3.276666667,1,2018-04-26 22:30:00
339,2018-04-26 23:05:00,0.044489486,fast,2018-04-26 23:04:00,2018-04-26 23:09:00,26,0,1,4,2018-04-26 19:17:00,3.806111111,1,2018-04-26 23:00:00
340,2018-04-26 23:05:00,2.0,Other,2018-04-26 23:04:00,2018-04-26 23:09:00,34,1,0,4,2018-04-26 19:17:00,3.808333333,1,2018-04-26 23:00:00
341,2018-04-27 02:15:00,54.0,Other,2018-04-27 02:10:00,2018-04-27 02:20:00,278,1,1,4,2018-04-26 19:17:00,6.975,1,2018-04-27 02:00:00
342,2018-04-27 02:48:00,1.0,fast,2018-04-27 02:38:00,2018-04-27 02:58:00,570,0,1,4,2018-04-26 19:17:00,7.520833333,1,2018-04-27 02:30:00
343,2018-04-27 03:25:00,3.0,fast,2018-04-27 03:22:00,2018-04-27 03:25:00,140,0,1,4,2018-04-26 19:17:00,8.135555556,1,2018-04-27 03:00:00
344,2018-04-27 03:45:00,22.0,Other,2018-04-27 03:43:00,2018-04-27 03:46:00,166,0,0,4,2018-04-26 19:17:00,8.481944444,1,2018-04-27 03:30:00
345,2018-04-19 19:25:00,0.051207358,fast,2018-04-19 19:23:00,2018-04-19 19:33:00,75,0,1,4,2018-04-19 19:12:00,0.217222222,1,2018-04-19 19:00:00
346,2018-04-19 19:26:00,1.0,fast,2018-04-19 19:23:00,2018-04-19 19:33:00,167,0,1,4,2018-04-19 19:12:00,0.242777778,1,2018-04-19 19:00:00
347,2018-04-19 19:27:00,1.0,fast,2018-04-19 19:23:00,2018-04-19 19:33:00,230,0,1,4,2018-04-19 19:12:00,0.260277778,1,2018-04-19 19:00:00
348,2018-04-19 19:32:00,5.0,rat,2018-04-19 19:23:00,2018-04-19 19:33:00,547,1,0,4,2018-04-19 19:12:00,0.348333333,1,2018-04-19 19:30:00
349,2018-04-19 21:33:00,0.039785341,rat,2018-04-19 21:29:00,2018-04-19 21:39:00,220,1,0,4,2018-04-19 19:12:00,2.360555556,1,2018-04-19 21:30:00
350,2018-04-19 21:37:00,64.40000000000009,Other,2018-04-19 21:29:00,2018-04-19 21:39:00,457,0,0,4,2018-04-19 19:12:00,2.426388889,1,2018-04-19 21:30:00
351,2018-04-19 21:38:00,3.0,pick,2018-04-19 21:29:00,2018-04-19 21:39:00,487,0,1,4,2018-04-19 19:12:00,2.434722222,1,2018-04-19 21:30:00
352,2018-04-19 21:38:00,2.0,rat,2018-04-19 21:29:00,2018-04-19 21:39:00,493,1,0,4,2018-04-19 19:12:00,2.436388889,1,2018-04-19 21:30:00
353,2018-04-19 22:34:00,4.0,rat,2018-04-19 22:34:00,2018-04-19 22:43:00,22,1,0,4,2018-04-19 19:12:00,3.381944444,1,2018-04-19 22:30:00
354,2018-04-19 22:36:00,64.40000000000009,Other,2018-04-19 22:34:00,2018-04-19 22:43:00,109,0,0,4,2018-04-19 19:12:00,3.406111111,1,2018-04-19 22:30:00
355,2018-04-19 22:42:00,1.0,rat,2018-04-19 22:34:00,2018-04-19 22:43:00,472,1,0,4,2018-04-19 19:12:00,3.506944444,1,2018-04-19 22:30:00
356,2018-04-20 00:03:00,12.0,pick,2018-04-20 00:00:00,2018-04-20 00:18:00,185,0,1,4,2018-04-19 19:12:00,4.857222222,1,2018-04-20 00:00:00
357,2018-04-20 00:02:00,39.0,Other,2018-04-20 00:00:00,2018-04-20 00:18:00,155,0,0,4,2018-04-19 19:12:00,4.848888889,1,2018-04-20 00:00:00
358,2018-04-20 00:03:00,14.0,rat,2018-04-20 00:00:00,2018-04-20 00:18:00,207,1,0,4,2018-04-19 19:12:00,4.863333333,1,2018-04-20 00:00:00
359,2018-04-20 00:04:00,5.0,rat,2018-04-20 00:00:00,2018-04-20 00:18:00,235,1,0,4,2018-04-19 19:12:00,4.871111111,1,2018-04-20 00:00:00
360,2018-04-20 00:04:00,0.016181067,rat,2018-04-20 00:00:00,2018-04-20 00:18:00,262,1,0,4,2018-04-19 19:12:00,4.878611111,1,2018-04-20 00:00:00
361,2018-04-20 00:05:00,29.0,rat_and_bat,2018-04-20 00:00:00,2018-04-20 00:18:00,295,1,0,4,2018-04-19 19:12:00,4.887777778,1,2018-04-20 00:00:00
362,2018-04-20 00:05:00,3.0,rat_and_bat,2018-04-20 00:00:00,2018-04-20 00:18:00,320,1,0,4,2018-04-19 19:12:00,4.894722222,1,2018-04-20 00:00:00
363,2018-04-20 00:06:00,18.0,rat_and_bat,2018-04-20 00:00:00,2018-04-20 00:18:00,341,1,0,4,2018-04-19 19:12:00,4.900555556,1,2018-04-20 00:00:00
364,2018-04-20 00:08:00,11.0,rat,2018-04-20 00:00:00,2018-04-20 00:18:00,508,1,0,4,2018-04-19 19:12:00,4.946944444,1,2018-04-20 00:00:00
365,2018-04-20 00:10:00,1.0,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,579,0,1,4,2018-04-19 19:12:00,4.966666667,1,2018-04-20 00:00:00
366,2018-04-20 00:11:00,0.093784466,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,673,0,1,4,2018-04-19 19:12:00,4.992777778,1,2018-04-20 00:00:00
367,2018-04-20 00:11:00,0.019265878,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,697,0,1,4,2018-04-19 19:12:00,4.999444444,1,2018-04-20 00:00:00
368,2018-04-20 00:12:00,1.0,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,711,0,1,4,2018-04-19 19:12:00,5.003333333,1,2018-04-20 00:00:00
369,2018-04-20 00:13:00,6.0,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,809,0,1,4,2018-04-19 19:12:00,5.030555556,1,2018-04-20 00:00:00
370,2018-04-20 00:14:00,10.0,rat,2018-04-20 00:00:00,2018-04-20 00:18:00,825,1,0,4,2018-04-19 19:12:00,5.035,1,2018-04-20 00:00:00
371,2018-04-20 00:14:00,0.058920205,fast,2018-04-20 00:00:00,2018-04-20 00:18:00,863,0,1,4,2018-04-19 19:12:00,5.045555556,1,2018-04-20 00:00:00
372,2018-04-20 02:00:00,0.024862202,fast,2018-04-20 01:59:00,2018-04-20 02:03:00,39,0,1,4,2018-04-19 19:12:00,6.802777778,1,2018-04-20 02:00:00
373,2018-04-20 02:00:00,1.0,fast,2018-04-20 01:59:00,2018-04-20 02:03:00,41,0,1,4,2018-04-19 19:12:00,6.803333333,1,2018-04-20 02:00:00
374,2018-04-20 02:00:00,10.0,rat,2018-04-20 01:59:00,2018-04-20 02:03:00,65,1,0,4,2018-04-19 19:12:00,6.81,1,2018-04-20 02:00:00
375,2018-04-20 02:00:00,1.0,fast,2018-04-20 01:59:00,2018-04-20 02:03:00,84,0,1,4,2018-04-19 19:12:00,6.815277778,1,2018-04-20 02:00:00
376,2018-04-20 02:01:00,1.0,fast,2018-04-20 01:59:00,2018-04-20 02:03:00,122,0,1,4,2018-04-19 19:12:00,6.825833333,1,2018-04-20 02:00:00
377,2018-04-20 02:01:00,0.014004332,fast,2018-04-20 01:59:00,2018-04-20 02:03:00,141,0,1,4,2018-04-19 19:12:00,6.831111111,1,2018-04-20 02:00:00
378,2018-04-20 02:02:00,7.0,rat,2018-04-20 01:59:00,2018-04-20 02:03:00,164,1,0,4,2018-04-19 19:12:00,6.8375,1,2018-04-20 02:00:00
379,2018-04-20 02:03:00,7.0,pick,2018-04-20 01:59:00,2018-04-20 02:03:00,216,0,1,4,2018-04-19 19:12:00,6.851944444,1,2018-04-20 02:00:00
380,2018-04-20 02:48:00,3.0,rat,2018-04-20 02:44:00,2018-04-20 02:51:00,210,1,0,4,2018-04-19 19:12:00,7.604166667,1,2018-04-20 02:30:00
381,2018-04-20 02:48:00,6.0,rat,2018-04-20 02:44:00,2018-04-20 02:51:00,235,1,0,4,2018-04-19 19:12:00,7.611111111,1,2018-04-20 02:30:00
382,2018-04-20 02:48:00,1.0,Unknown,2018-04-20 02:44:00,2018-04-20 02:51:00,248,0,0,4,2018-04-19 19:12:00,7.614722222,1,2018-04-20 02:30:00
383,2018-04-20 02:49:00,4.0,pick,2018-04-20 02:44:00,2018-04-20 02:51:00,269,0,1,4,2018-04-19 19:12:00,7.620555556,1,2018-04-20 02:30:00
384,2018-04-20 02:49:00,5.0,pick,2018-04-20 02:44:00,2018-04-20 02:51:00,303,0,1,4,2018-04-19 19:12:00,7.63,1,2018-04-20 02:30:00
385,2018-04-20 02:51:00,26.0,Unknown,2018-04-20 02:44:00,2018-04-20 02:51:00,375,0,0,4,2018-04-19 19:12:00,7.65,1,2018-04-20 02:30:00
386,2018-04-20 03:27:00,4.0,fast,2018-04-20 03:24:00,2018-04-20 03:36:00,180,0,1,4,2018-04-19 19:12:00,8.251666667,1,2018-04-20 03:00:00
387,2018-04-20 03:31:00,4.0,fast,2018-04-20 03:24:00,2018-04-20 03:36:00,467,0,1,4,2018-04-19 19:12:00,8.331388889,1,2018-04-20 03:30:00
388,2018-04-20 03:32:00,10.0,pick,2018-04-20 03:24:00,2018-04-20 03:36:00,512,0,1,4,2018-04-19 19:12:00,8.343888889,1,2018-04-20 03:30:00
389,2018-04-20 03:32:00,10.0,rat,2018-04-20 03:24:00,2018-04-20 03:36:00,521,1,0,4,2018-04-19 19:12:00,8.346388889,1,2018-04-20 03:30:00
390,2018-04-20 03:33:00,2.0,fast,2018-04-20 03:24:00,2018-04-20 03:36:00,547,0,1,4,2018-04-19 19:12:00,8.353611111,1,2018-04-20 03:30:00
391,2018-04-20 03:33:00,1.0,fast,2018-04-20 03:24:00,2018-04-20 03:36:00,573,0,1,4,2018-04-19 19:12:00,8.360833333,1,2018-04-20 03:30:00
392,2018-04-20 03:33:00,3.0,fast,2018-04-20 03:24:00,2018-04-20 03:36:00,591,0,1,4,2018-04-19 19:12:00,8.365833333,1,2018-04-20 03:30:00
393,2018-04-20 03:34:00,3.0,pick,2018-04-20 03:24:00,2018-04-20 03:36:00,621,0,1,4,2018-04-19 19:12:00,8.374166667,1,2018-04-20 03:30:00
394,2018-04-20 03:35:00,64.40000000000009,rat_and_bat,2018-04-20 03:24:00,2018-04-20 03:36:00,655,1,0,4,2018-04-19 19:12:00,8.383611111,1,2018-04-20 03:30:00
395,2018-04-20 03:57:00,3.0,fast,2018-04-20 03:51:00,2018-04-20 04:01:00,330,0,1,4,2018-04-19 19:12:00,8.756111111,1,2018-04-20 03:30:00
396,2018-04-20 03:59:00,0.068554286,fast,2018-04-20 03:51:00,2018-04-20 04:01:00,487,0,1,4,2018-04-19 19:12:00,8.799722222,1,2018-04-20 03:30:00
397,2018-04-20 04:00:00,3.0,pick,2018-04-20 03:51:00,2018-04-20 04:01:00,522,0,1,4,2018-04-19 19:12:00,8.809444444,1,2018-04-20 04:00:00
398,2018-04-21 19:30:00,4.0,rat,2018-04-21 19:30:00,2018-04-21 19:35:00,24,1,0,4,2018-04-21 19:14:00,0.276944444,1,2018-04-21 19:30:00
399,2018-04-21 19:58:00,1.0,fast,2018-04-21 19:57:00,2018-04-21 20:06:00,17,0,1,4,2018-04-21 19:14:00,0.736388889,1,2018-04-21 19:30:00
400,2018-04-21 19:59:00,20.0,Other,2018-04-21 19:57:00,2018-04-21 20:06:00,108,1,1,4,2018-04-21 19:14:00,0.761666667,1,2018-04-21 19:30:00
401,2018-04-21 20:00:00,9.0,rat,2018-04-21 19:57:00,2018-04-21 20:06:00,130,1,0,4,2018-04-21 19:14:00,0.767777778,1,2018-04-21 20:00:00
402,2018-04-21 20:05:00,54.0,Other,2018-04-21 19:57:00,2018-04-21 20:06:00,474,1,1,4,2018-04-21 19:14:00,0.863333333,1,2018-04-21 20:00:00
403,2018-04-21 22:57:00,1.0,fast,2018-04-21 22:57:00,2018-04-21 22:59:00,7,0,1,4,2018-04-21 19:14:00,3.726666667,1,2018-04-21 22:30:00
404,2018-04-21 22:57:00,25.0,pick,2018-04-21 22:57:00,2018-04-21 22:59:00,22,0,1,4,2018-04-21 19:14:00,3.730833333,1,2018-04-21 22:30:00
405,2018-04-21 22:58:00,14.0,Other,2018-04-21 22:57:00,2018-04-21 22:59:00,88,1,1,4,2018-04-21 19:14:00,3.749166667,1,2018-04-21 22:30:00
406,2018-04-21 22:59:00,8.0,bat,2018-04-21 22:57:00,2018-04-21 22:59:00,97,1,0,4,2018-04-21 19:14:00,3.751666667,1,2018-04-21 22:30:00
407,2018-04-21 22:59:00,6.0,pick,2018-04-21 22:57:00,2018-04-21 22:59:00,102,0,1,4,2018-04-21 19:14:00,3.753055556,1,2018-04-21 22:30:00
408,2018-04-21 23:52:00,26.0,Other,2018-04-21 23:50:00,2018-04-21 23:56:00,112,1,1,4,2018-04-21 19:14:00,4.640833333,1,2018-04-21 23:30:00
409,2018-04-21 23:52:00,6.0,pick,2018-04-21 23:50:00,2018-04-21 23:56:00,126,0,1,4,2018-04-21 19:14:00,4.644722222,1,2018-04-21 23:30:00
410,2018-04-21 23:53:00,24.0,pick_bat,2018-04-21 23:50:00,2018-04-21 23:56:00,196,1,1,4,2018-04-21 19:14:00,4.664166667,1,2018-04-21 23:30:00
411,2018-04-21 23:54:00,1.0,fast,2018-04-21 23:50:00,2018-04-21 23:56:00,258,0,1,4,2018-04-21 19:14:00,4.681388889,1,2018-04-21 23:30:00
412,2018-04-21 23:55:00,19.0,fast,2018-04-21 23:50:00,2018-04-21 23:56:00,287,0,1,4,2018-04-21 19:14:00,4.689444444,1,2018-04-21 23:30:00
413,2018-04-22 01:25:00,3.0,fast,2018-04-22 01:25:00,2018-04-22 01:26:00,0,0,1,4,2018-04-21 19:14:00,6.1875,1,2018-04-22 01:00:00
414,2018-04-22 01:25:00,6.0,pick,2018-04-22 01:25:00,2018-04-22 01:26:00,14,0,1,4,2018-04-21 19:14:00,6.191388889,1,2018-04-22 01:00:00
415,2018-04-22 01:26:00,1.0,fast,2018-04-22 01:25:00,2018-04-22 01:26:00,48,0,1,4,2018-04-21 19:14:00,6.200833333,1,2018-04-22 01:00:00
416,2018-04-22 01:49:00,7.0,bat,2018-04-22 01:48:00,2018-04-22 01:50:00,28,1,0,4,2018-04-21 19:14:00,6.583333333,1,2018-04-22 01:30:00
417,2018-04-22 01:49:00,1.0,pick,2018-04-22 01:48:00,2018-04-22 01:50:00,59,0,1,4,2018-04-21 19:14:00,6.591944444,1,2018-04-22 01:30:00
418,2018-04-22 01:50:00,16.0,bat,2018-04-22 01:48:00,2018-04-22 01:50:00,109,1,0,4,2018-04-21 19:14:00,6.605833333,1,2018-04-22 01:30:00
419,2018-04-22 02:13:00,11.0,pick,2018-04-22 02:13:00,2018-04-22 02:17:00,23,0,1,4,2018-04-21 19:14:00,6.989722222,1,2018-04-22 02:00:00
420,2018-04-22 02:15:00,18.0,pick,2018-04-22 02:13:00,2018-04-22 02:17:00,141,0,1,4,2018-04-21 19:14:00,7.0225,1,2018-04-22 02:00:00
421,2018-04-22 02:16:00,2.0,pick,2018-04-22 02:13:00,2018-04-22 02:17:00,191,0,1,4,2018-04-21 19:14:00,7.036388889,1,2018-04-22 02:00:00
422,2018-04-22 03:36:00,2.0,fast,2018-04-22 03:31:00,2018-04-22 03:44:00,309,0,1,4,2018-04-21 19:14:00,8.379722222,1,2018-04-22 03:30:00
423,2018-04-22 03:39:00,1.0,fast,2018-04-22 03:31:00,2018-04-22 03:44:00,482,0,1,4,2018-04-21 19:14:00,8.427777778,1,2018-04-22 03:30:00
424,2018-04-22 03:39:00,7.0,pick,2018-04-22 03:31:00,2018-04-22 03:44:00,501,0,1,4,2018-04-21 19:14:00,8.433055556,1,2018-04-22 03:30:00
425,2018-04-22 03:42:00,6.0,pick,2018-04-22 03:31:00,2018-04-22 03:44:00,659,0,1,4,2018-04-21 19:14:00,8.476944444,1,2018-04-22 03:30:00
426,2018-04-22 03:43:00,5.0,fast,2018-04-22 03:31:00,2018-04-22 03:44:00,707,0,1,4,2018-04-21 19:14:00,8.490277778,1,2018-04-22 03:30:00
427,2018-04-22 03:43:00,2.0,fast,2018-04-22 03:31:00,2018-04-22 03:44:00,722,0,1,4,2018-04-21 19:14:00,8.494444444,1,2018-04-22 03:30:00
428,2018-04-22 03:43:00,23.0,bat_and_rat,2018-04-22 03:31:00,2018-04-22 03:44:00,734,1,0,4,2018-04-21 19:14:00,8.497777778,1,2018-04-22 03:30:00
429,2018-04-22 03:44:00,13.0,Other,2018-04-22 03:31:00,2018-04-22 03:44:00,769,1,1,4,2018-04-21 19:14:00,8.5075,1,2018-04-22 03:30:00
430,2018-04-22 03:42:00,64.40000000000009,bat,2018-04-22 03:31:00,2018-04-22 03:44:00,666,1,0,4,2018-04-21 19:14:00,8.478888889,1,2018-04-22 03:30:00
431,2018-04-22 05:27:00,2.0,fast,2018-04-22 05:21:00,2018-04-22 05:55:00,372,0,1,4,2018-04-21 19:14:00,10.23305556,1,2018-04-22 05:00:00
432,2018-04-18 05:19:00,1.0,fast,2018-04-18 05:15:00,2018-04-18 05:25:00,263,0,1,4,2018-04-17 19:11:00,10.14944444,1,2018-04-18 05:00:00
433,2018-04-28 19:08:00,0.025345863,fast,2018-04-28 19:08:00,2018-04-28 19:16:00,2,0,1,4,2018-04-28 19:19:00,-0.169166667,1,2018-04-28 19:00:00
434,2018-04-28 19:10:00,0.096196,fast,2018-04-28 19:08:00,2018-04-28 19:16:00,76,0,1,4,2018-04-28 19:19:00,-0.148611111,1,2018-04-28 19:00:00
435,2018-04-28 19:10:00,0.063701466,pick,2018-04-28 19:08:00,2018-04-28 19:16:00,91,0,1,4,2018-04-28 19:19:00,-0.144444444,1,2018-04-28 19:00:00
436,2018-04-28 20:39:00,0.094784549,fast,2018-04-28 20:37:00,2018-04-28 20:44:00,105,0,1,4,2018-04-28 19:19:00,1.341944444,1,2018-04-28 20:30:00
437,2018-04-28 20:40:00,0.076254237,Other,2018-04-28 20:37:00,2018-04-28 20:44:00,166,1,0,4,2018-04-28 19:19:00,1.358888889,1,2018-04-28 20:30:00
438,2018-04-28 20:44:00,0.014184241,rat,2018-04-28 20:37:00,2018-04-28 20:44:00,383,1,0,4,2018-04-28 19:19:00,1.419166667,1,2018-04-28 20:30:00
439,2018-04-28 21:30:00,9.0,rat,2018-04-28 21:30:00,2018-04-28 21:31:00,0,1,0,4,2018-04-28 19:19:00,2.198055556,1,2018-04-28 21:30:00
440,2018-04-28 21:31:00,28.0,rat_pick,2018-04-28 21:30:00,2018-04-28 21:31:00,46,1,1,4,2018-04-28 19:19:00,2.210833333,1,2018-04-28 21:30:00
441,2018-04-28 23:02:00,1.0,fast,2018-04-28 23:01:00,2018-04-28 23:12:00,85,0,1,4,2018-04-28 19:19:00,3.725555556,1,2018-04-28 23:00:00
442,2018-04-28 23:04:00,5.0,fast,2018-04-28 23:01:00,2018-04-28 23:12:00,188,0,1,4,2018-04-28 19:19:00,3.754166667,1,2018-04-28 23:00:00
443,2018-04-28 23:21:00,0.047647063,bat_fight,2018-04-28 23:21:00,2018-04-28 23:24:00,0,1,0,4,2018-04-28 19:19:00,4.036944444,1,2018-04-28 23:00:00
444,2018-04-28 23:22:00,0.090449811,rat,2018-04-28 23:21:00,2018-04-28 23:24:00,63,1,0,4,2018-04-28 19:19:00,4.054444444,1,2018-04-28 23:00:00
445,2018-04-28 23:23:00,3.0,fast,2018-04-28 23:21:00,2018-04-28 23:24:00,139,0,1,4,2018-04-28 19:19:00,4.075555556,1,2018-04-28 23:00:00
446,2018-04-28 23:24:00,14.0,pick,2018-04-28 23:21:00,2018-04-28 23:24:00,171,0,1,4,2018-04-28 19:19:00,4.084444444,1,2018-04-28 23:00:00
447,2018-04-29 00:22:00,17.0,rat,2018-04-29 00:22:00,2018-04-29 00:27:00,28,1,0,4,2018-04-28 19:19:00,5.060833333,1,2018-04-29 00:00:00
448,2018-04-29 00:23:00,20.0,rat,2018-04-29 00:22:00,2018-04-29 00:27:00,82,1,0,4,2018-04-28 19:19:00,5.075833333,1,2018-04-29 00:00:00
449,2018-04-29 00:25:00,0.099179779,rat,2018-04-29 00:22:00,2018-04-29 00:27:00,206,1,0,4,2018-04-28 19:19:00,5.110277778,1,2018-04-29 00:00:00
450,2018-04-29 00:27:00,11.0,pick,2018-04-29 00:22:00,2018-04-29 00:27:00,309,0,1,4,2018-04-28 19:19:00,5.138888889,1,2018-04-29 00:00:00
451,2018-04-29 00:55:00,2.0,fast,2018-04-29 00:55:00,2018-04-29 00:56:00,8,0,1,4,2018-04-28 19:19:00,5.611111111,1,2018-04-29 00:30:00
452,2018-04-29 00:55:00,0.043720185,rat,2018-04-29 00:55:00,2018-04-29 00:56:00,11,1,0,4,2018-04-28 19:19:00,5.611944444,1,2018-04-29 00:30:00
453,2018-04-29 00:55:00,0.019372407,Other,2018-04-29 00:55:00,2018-04-29 00:56:00,19,0,0,4,2018-04-28 19:19:00,5.614166667,1,2018-04-29 00:30:00
454,2018-04-29 00:56:00,64.40000000000009,Other,2018-04-29 00:55:00,2018-04-29 00:56:00,50,1,1,4,2018-04-28 19:19:00,5.622777778,1,2018-04-29 00:30:00
455,2018-04-29 01:03:00,2.0,rat,2018-04-29 01:02:00,2018-04-29 01:06:00,47,1,0,4,2018-04-28 19:19:00,5.735277778,1,2018-04-29 01:00:00
456,2018-04-29 01:03:00,6.0,rat,2018-04-29 01:02:00,2018-04-29 01:06:00,66,1,0,4,2018-04-28 19:19:00,5.740555556,1,2018-04-29 01:00:00
457,2018-04-29 01:03:00,5.0,rat_and_bat,2018-04-29 01:02:00,2018-04-29 01:06:00,78,1,0,4,2018-04-28 19:19:00,5.743888889,1,2018-04-29 01:00:00
458,2018-04-29 01:03:00,3.0,fast,2018-04-29 01:02:00,2018-04-29 01:06:00,87,0,1,4,2018-04-28 19:19:00,5.746388889,1,2018-04-29 01:00:00
